iucn_sid,sciname,old_cat,iucn_rgn,cat_score,cat_current
18596,Pseudorca crassidens,"NA",europe,NA,NA
18878,Pungitius pungitius,LC,europe,0,LC
19387,Redigobius dewaali,LC,pan-africa,0,LC
19855,Salmo salar,VU,europe,0.4,VU
20731,Stenella coeruleoalba,VU,mediterranean,0.4,VU
20731,Stenella coeruleoalba,DD,europe,NA,DD
20738,Steno bredanensis,"NA",europe,NA,NA
21257,Syngnathus abaster,LC,mediterranean,0,LC
21257,Syngnathus abaster,LC,europe,0,LC
21856,Thunnus alalunga,LC,mediterranean,0,LC
21856,Thunnus alalunga,LC,europe,0,LC
21860,Thunnus thynnus,EN,mediterranean,0.6,EN
21860,Thunnus thynnus,NT,europe,0.2,NT
22563,Tursiops truncatus,VU,mediterranean,0.4,VU
22563,Tursiops truncatus,DD,europe,NA,DD
22823,Ursus maritimus,VU,europe,0.4,VU
23148,Xiphias gladius,NT,mediterranean,0.2,NT
23148,Xiphias gladius,LC,europe,0,LC
23211,Ziphius cavirostris,DD,mediterranean,NA,DD
23211,Ziphius cavirostris,DD,europe,NA,DD
23259,Gobius ophiocephalus,LC,mediterranean,0,LC
23259,Gobius ophiocephalus,LC,europe,0,LC
33705,Dolichandrone spathacea,LC,NA,0,LC
34364,Aglaia cucullata,DD,NA,NA,DD
39302,Anthias regalis,VU,NA,0.4,VU
39303,Dermatolepis inermis,DD,NA,NA,DD
39304,Serranus dewegeri,LR/nt,NA,0.2,NT
39324,Notorynchus cepedianus,VU,NA,0.4,VU
39327,Pristiophorus cirratus,LC,NA,0,LC
39328,Squatina californica,NT,NA,0.2,NT
39329,Squatina argentina,CR,NA,0.8,CR
39331,Squatina occulta,CR,NA,0.8,CR
39332,Squatina squatina,CR,mediterranean,0.8,CR
39332,Squatina squatina,CR,europe,0.8,CR
39332,Squatina squatina,CR,NA,0.8,CR
39333,Heterodontus francisci,DD,NA,NA,DD
39334,Heterodontus portusjacksoni,LC,NA,0,LC
39335,Brachaelurus colcloughi,VU,NA,0.4,VU
39336,Odontaspis noronhai,DD,europe,NA,DD
39336,Odontaspis noronhai,LC,NA,0,LC
39337,Pseudocarcharias kamoharai,LC,NA,0,LC
39338,Megachasma pelagios,LC,NA,0,LC
39339,Alopias vulpinus,EN,mediterranean,0.6,EN
39339,Alopias vulpinus,EN,europe,0.6,EN
39339,Alopias vulpinus,VU,NA,0.4,VU
39341,Isurus oxyrinchus,CR,mediterranean,0.8,CR
39341,Isurus oxyrinchus,DD,europe,NA,DD
39341,Isurus oxyrinchus,EN,NA,0.6,EN
39342,Lamna ditropis,LC,NA,0,LC
39345,Haploblepharus edwardsii,EN,NA,0.6,EN
39346,Haploblepharus fuscus,VU,NA,0.4,VU
39347,Schroederichthys bivius,LC,NA,0,LC
39348,Poroderma africanum,LC,NA,0,LC
39349,Scyliorhinus capensis,NT,NA,0.2,NT
39350,Leptocharias smithii,VU,NA,0.4,VU
39351,Furgaleus macki,LC,NA,0,LC
39352,Galeorhinus galeus,VU,mediterranean,0.4,VU
39352,Galeorhinus galeus,VU,europe,0.4,VU
39352,Galeorhinus galeus,CR,NA,0.8,CR
39353,Hemitriakis leucoperiptera,CR,NA,0.8,CR
39354,Hypogaleus hyugaensis,LC,NA,0,LC
39355,Mustelus antarcticus,LC,NA,0,LC
39356,Mustelus lenticulatus,LC,NA,0,LC
39357,Mustelus asterias,VU,mediterranean,0.4,VU
39357,Mustelus asterias,NT,europe,0.2,NT
39357,Mustelus asterias,NT,NA,0.2,NT
39358,Mustelus mustelus,VU,mediterranean,0.4,VU
39358,Mustelus mustelus,VU,europe,0.4,VU
39358,Mustelus mustelus,EN,NA,0.6,EN
39359,Mustelus canis,NT,NA,0.2,NT
39360,Scylliogaleus quecketti,VU,NA,0.4,VU
39361,Triakis acutipinna,EN,NA,0.6,EN
39362,Triakis megalopterus,LC,NA,0,LC
39363,Triakis semifasciata,LC,NA,0,LC
39365,Carcharhinus amblyrhynchos,EN,NA,0.6,EN
39366,Carcharhinus amboinensis,VU,NA,0.4,VU
39367,Carcharhinus borneensis,CR,NA,0.8,CR
39368,Carcharhinus brevipinna,VU,NA,0.4,VU
39369,Carcharhinus hemiodon,CR,NA,0.8,CR
39370,Carcharhinus falciformis,DD,europe,NA,DD
39370,Carcharhinus falciformis,VU,NA,0.4,VU
39371,Carcharhinus leiodon,EN,NA,0.6,EN
39372,Carcharhinus leucas,VU,NA,0.4,VU
39373,Carcharhinus limbatus,VU,NA,0.4,VU
39374,Carcharhinus longimanus,EN,europe,0.6,EN
39374,Carcharhinus longimanus,CR,NA,0.8,CR
39375,Carcharhinus melanopterus,VU,NA,0.4,VU
39377,Carcharhinus plumbeus,LR/cd,NA,0.4,VU
39378,Galeocerdo cuvier,DD,europe,NA,DD
39378,Galeocerdo cuvier,NT,NA,0.2,NT
39379,Glyphis glyphis,VU,NA,0.4,VU
39380,Negaprion brevirostris,VU,NA,0.4,VU
39381,Prionace glauca,CR,mediterranean,0.8,CR
39381,Prionace glauca,NT,europe,0.2,NT
39381,Prionace glauca,NT,NA,0.2,NT
39382,Rhizoprionodon terraenovae,LC,NA,0,LC
39384,Triaenodon obesus,VU,NA,0.4,VU
39385,Sphyrna lewini,DD,europe,NA,DD
39385,Sphyrna lewini,CR,NA,0.8,CR
39386,Sphyrna mokarran,DD,europe,NA,DD
39386,Sphyrna mokarran,CR,NA,0.8,CR
39387,Sphyrna tiburo,EN,NA,0.6,EN
39388,Sphyrna zygaena,CR,mediterranean,0.8,CR
39388,Sphyrna zygaena,DD,europe,NA,DD
39388,Sphyrna zygaena,VU,NA,0.4,VU
39389,Anoxypristis cuspidata,EN,NA,0.6,EN
39390,Pristis clavata,EN,NA,0.6,EN
39393,Pristis zijsron,CR,NA,0.8,CR
39394,Rhynchobatus djiddensis,CR,NA,0.8,CR
39396,Tetronarce californica,LC,NA,0,LC
39399,Raja clavata,NT,mediterranean,0.2,NT
39399,Raja clavata,NT,europe,0.2,NT
39399,Raja clavata,NT,NA,0.2,NT
39400,Raja microocellata,NT,europe,0.2,NT
39400,Raja microocellata,NT,NA,0.2,NT
39413,Urogymnus asperrimus,VU,NA,0.4,VU
39414,Fontitrygon ukpam,VU,western_africa,0.4,VU
39414,Fontitrygon ukpam,LC,central_africa,0,LC
39414,Fontitrygon ukpam,CR,NA,0.8,CR
39416,Myliobatis californicus,LC,NA,0,LC
39427,Cephalorhynchus hectori ssp. maui,CR,NA,0.8,CR
39465,Squatina guggenheim,EN,NA,0.6,EN
39541,Notorynchus cepedianus,LR/nt,NA,0.2,NT
39543,Carcharhinus amboinensis,NT,NA,0.2,NT
39544,Carcharhinus brevipinna,VU,NA,0.4,VU
39771,Dipturus laevis,LC,NA,0,LC
39773,Cephalopholis boenak,LC,NA,0,LC
39774,Cromileptes altivelis,DD,NA,NA,DD
40635,Indopacetus pacificus,LC,NA,0,LC
40710,Percarina demidoffii,NT,europe,0.2,NT
40710,Percarina demidoffii,NT,NA,0.2,NT
40711,Stegastes sanctipauli,LC,NA,0,LC
40715,Syngnathoides biaculeatus,LC,NA,0,LC
40773,Hippocampus subelongatus,DD,NA,NA,DD
40784,Neovison macrodon,EX,NA,1,EX
40797,Carcharhinus amblyrhynchoides,VU,NA,0.4,VU
40802,Hippocampus barbouri,VU,NA,0.4,VU
41005,Hippocampus mohnikei,VU,NA,0.4,VU
41006,Hippocampus guttulatus,NT,mediterranean,0.2,NT
41006,Hippocampus guttulatus,DD,europe,NA,DD
41006,Hippocampus guttulatus,DD,NA,NA,DD
41007,Hippocampus algiricus,VU,NA,0.4,VU
41008,Hippocampus comes,VU,NA,0.4,VU
41009,Hippocampus fisheri,LC,NA,0,LC
41010,Hippocampus kelloggi,VU,NA,0.4,VU
41030,Syngnathus watermeyeri,CR,NA,0.8,CR
41064,Pseudobatos horkelii,CR,NA,0.8,CR
41664,Arctocephalus forsteri,LC,NA,0,LC
41665,Otaria byronia,LC,NA,0,LC
41666,Zalophus californianus,LC,NA,0,LC
41667,Zalophus japonicus,EX,NA,1,EX
41668,Zalophus wollebaeki,EN,NA,0.6,EN
41670,Histriophoca fasciata,LC,NA,0,LC
41671,Pagophilus groenlandicus,"NA",europe,NA,NA
41671,Pagophilus groenlandicus,LC,NA,0,LC
41672,Pusa hispida,LC,europe,0,LC
41672,Pusa hispida,LC,NA,0,LC
41673,Pusa hispida ssp. botnica,LC,NA,0,LC
41677,Pusa hispida ssp. ochotensis,LC,NA,0,LC
41711,Eubalaena japonica,EN,NA,0.6,EN
41712,Eubalaena glacialis,CR,europe,0.8,CR
41712,Eubalaena glacialis,CR,NA,0.8,CR
41713,Balaenoptera musculus ssp. intermedia,CR,NA,0.8,CR
41714,Tursiops aduncus,NT,NA,0.2,NT
41715,Phocoena dioptrica,LC,NA,0,LC
41716,Hippocampus denise,DD,NA,NA,DD
41718,Apristurus albisoma,LC,NA,0,LC
41719,Apristurus exsanguis,LC,NA,0,LC
41720,Asymbolus analis,LC,NA,0,LC
41721,Asymbolus funebris,DD,NA,NA,DD
41722,Asymbolus occiduus,LC,NA,0,LC
41723,Asymbolus pallidus,LC,NA,0,LC
41724,Asymbolus parvus,LC,NA,0,LC
41725,Asymbolus rubiginosus,LC,NA,0,LC
41726,Asymbolus submaculatus,LC,NA,0,LC
41727,Asymbolus vincenti,LC,NA,0,LC
41728,Atelomycterus fasciatus,LC,NA,0,LC
41729,Atelomycterus macleayi,LC,NA,0,LC
41730,Atelomycterus marmoratus,NT,NA,0.2,NT
41731,Aulohalaelurus labiosus,LC,NA,0,LC
41732,Brachaelurus waddi,LC,NA,0,LC
41733,Carcharhinus cautus,LC,NA,0,LC
41735,Carcharhinus fitzroyensis,LC,NA,0,LC
41736,Carcharhinus galapagensis,LC,NA,0,LC
41737,Carcharhinus macloti,NT,NA,0.2,NT
41738,Carcharhinus sealei,VU,NA,0.4,VU
41739,Carcharhinus tilstoni,LC,NA,0,LC
41740,Centrophorus harrissoni,EN,NA,0.6,EN
41741,Carcharhinus brachyurus,DD,mediterranean,NA,DD
41741,Carcharhinus brachyurus,DD,europe,NA,DD
41741,Carcharhinus brachyurus,VU,NA,0.4,VU
41742,Carcharhinus brachyurus,VU,NA,0.4,VU
41743,Callorhinchus milii,LC,NA,0,LC
41745,Centrophorus uyato,VU,europe,0.4,VU
41745,Centrophorus uyato,EN,NA,0.6,EN
41746,Centroscyllium kamoharai,LC,NA,0,LC
41747,Centroscymnus coelolepis,LC,mediterranean,0,LC
41747,Centroscymnus coelolepis,EN,europe,0.6,EN
41747,Centroscymnus coelolepis,NT,NA,0.2,NT
41749,Centroscymnus owstonii,VU,NA,0.4,VU
41752,Cephaloscyllium isabellum,LC,NA,0,LC
41753,Cephaloscyllium laticeps,LC,NA,0,LC
41754,Neophocaena asiaeorientalis,EN,NA,0.6,EN
41755,Physeter macrocephalus,EN,mediterranean,0.6,EN
41755,Physeter macrocephalus,VU,europe,0.4,VU
41755,Physeter macrocephalus,VU,NA,0.4,VU
41759,Mesoplodon perrini,EN,NA,0.6,EN
41760,Mesoplodon traversii,DD,NA,NA,DD
41761,Pontoporia blainvillei,VU,NA,0.4,VU
41762,Delphinus delphis,EN,mediterranean,0.6,EN
41762,Delphinus delphis,EN,NA,0.6,EN
41791,Chiloscyllium indicum,VU,NA,0.4,VU
41792,Chiloscyllium griseum,VU,NA,0.4,VU
41793,Chimaera panthera,LC,NA,0,LC
41794,Chlamydoselachus anguineus,LC,europe,0,LC
41794,Chlamydoselachus anguineus,LC,NA,0,LC
41795,Cirrhigaleus barbifer,LC,NA,0,LC
41797,Hemitrygon fluviorum,NT,NA,0.2,NT
41798,Deania calcea,EN,europe,0.6,EN
41798,Deania calcea,NT,NA,0.2,NT
41799,Dipturus innominatus,LC,NA,0,LC
41800,Dipturus nasutus,LC,NA,0,LC
41801,Echinorhinus brucus,EN,mediterranean,0.6,EN
41801,Echinorhinus brucus,EN,europe,0.6,EN
41801,Echinorhinus brucus,EN,NA,0.6,EN
41802,Echinorhinus cookei,DD,NA,NA,DD
41804,Etmopterus caudistigmus,LC,NA,0,LC
41805,Etmopterus dianthus,LC,NA,0,LC
41806,Etmopterus dislineatus,LC,NA,0,LC
41807,Etmopterus evansi,LC,NA,0,LC
41808,Etmopterus fusus,LC,NA,0,LC
41809,Etmopterus pseudosqualiolus,LC,NA,0,LC
41810,Eusphyra blochii,EN,NA,0.6,EN
41811,Figaro boardmani,LC,NA,0,LC
41812,Galeus gracilis,DD,NA,NA,DD
41813,Gogolia filewoodi,DD,NA,NA,DD
41814,Gollum attenuatus,LC,NA,0,LC
41816,Hemigaleus microstoma,VU,NA,0.4,VU
41818,Hemiscyllium ocellatum,LC,NA,0,LC
41819,Hemiscyllium strahani,VU,NA,0.4,VU
41820,Hemiscyllium trispeculare,LC,NA,0,LC
41821,Hemitriakis abdita,DD,NA,NA,DD
41822,Hemitriakis falcata,LC,NA,0,LC
41823,Heptranchias perlo,DD,mediterranean,NA,DD
41823,Heptranchias perlo,DD,europe,NA,DD
41823,Heptranchias perlo,NT,NA,0.2,NT
41824,Heterodontus galeatus,LC,NA,0,LC
41825,Heterodontus zebra,LC,NA,0,LC
41826,Hydrolagus bemisi,LC,NA,0,LC
41827,Hydrolagus novaezealandiae,LC,NA,0,LC
41828,Hypnos monopterygius,LC,NA,0,LC
41829,Iago garricki,LC,NA,0,LC
41830,Isistius brasiliensis,"NA",europe,NA,NA
41830,Isistius brasiliensis,LC,NA,0,LC
41831,Loxodon macrorhinus,NT,NA,0.2,NT
41832,Mobula eregoodoo,EN,NA,0.6,EN
41835,Nebrius ferrugineus,VU,NA,0.4,VU
41836,Negaprion acutidens,EN,NA,0.6,EN
41837,Orectolobus maculatus,LC,NA,0,LC
41838,Orectolobus ornatus,LC,NA,0,LC
41839,Orectolobus wardi,LC,NA,0,LC
41840,Oxynotus bruniensis,NT,NA,0.2,NT
41841,Parascyllium collare,LC,NA,0,LC
41842,Parascyllium ferrugineum,LC,NA,0,LC
41843,Parascyllium sparsimaculatum,DD,NA,NA,DD
41844,Parascyllium variolatum,LC,NA,0,LC
41845,Parmaturus macmillani,DD,NA,NA,DD
41846,Pristiophorus nudipinnis,LC,NA,0,LC
41848,Rhina ancylostoma,CR,NA,0.8,CR
41850,Rhizoprionodon acutus,VU,NA,0.4,VU
41851,Rhizoprionodon oligolinx,NT,NA,0.2,NT
41852,Rhizoprionodon taylori,LC,NA,0,LC
41853,Rhynchobatus australiae,CR,NA,0.8,CR
41854,Rhynchobatus laevis,CR,NA,0.8,CR
41855,Scymnodalatias albicauda,DD,NA,NA,DD
41856,Scymnodalatias sherwoodi,DD,NA,NA,DD
41857,Somniosus antarcticus,LC,NA,0,LC
41858,Squaliolus aliae,LC,NA,0,LC
41860,Squalus melanurus,DD,NA,NA,DD
41861,Squalus rancureli,NT,NA,0.2,NT
41862,Squatina australis,LC,NA,0,LC
41863,Squatina tergocellata,LC,NA,0,LC
41864,Sutorectus tentaculatus,LC,NA,0,LC
41866,Trygonorrhina fasciata,LC,NA,0,LC
41870,Aulohalaelurus kanakorum,DD,NA,NA,DD
41871,Centrophorus squamosus,EN,europe,0.6,EN
41871,Centrophorus squamosus,EN,NA,0.6,EN
41872,Chiloscyllium punctatum,NT,NA,0.2,NT
41873,Eucrossorhinus dasypogon,LC,NA,0,LC
41874,Hemipristis elongata,VU,NA,0.4,VU
41875,Hemiscyllium hallstromi,VU,NA,0.4,VU
41876,Odontaspis ferox,CR,mediterranean,0.8,CR
41876,Odontaspis ferox,CR,europe,0.8,CR
41876,Odontaspis ferox,VU,NA,0.4,VU
41878,Stegostoma tigrinum,EN,NA,0.6,EN
41880,Haliotis cracherodii,CR,NA,0.8,CR
42700,Apristurus melanoasper,LC,europe,0,LC
42700,Apristurus melanoasper,LC,NA,0,LC
42701,Apristurus ampliceps,LC,NA,0,LC
42703,Apristurus bucephalus,DD,NA,NA,DD
42704,Apristurus australis,LC,NA,0,LC
42706,Cephaloscyllium albipinnum,CR,NA,0.8,CR
42707,Cephaloscyllium variegatum,NT,NA,0.2,NT
42709,Cephaloscyllium zebrum,DD,NA,NA,DD
42710,Cephaloscyllium speccum,DD,NA,NA,DD
42711,Figaro striatus,DD,NA,NA,DD
42712,Glyphis garricki,VU,NA,0.4,VU
42713,Halaelurus sellus,LC,NA,0,LC
42716,Mustelus stevensi,LC,NA,0,LC
42717,Orectolobus hutchinsi,LC,NA,0,LC
42718,Parmaturus bigus,DD,NA,NA,DD
42720,Pristiophorus delicatus,LC,NA,0,LC
42721,Rhinobatos sainsburyi,LC,NA,0,LC
42722,Squalus notocaudatus,LC,NA,0,LC
42723,Squalus albifrons,LC,NA,0,LC
42725,Squalus crassispinus,LC,NA,0,LC
42726,Squalus nasutus,NT,NA,0.2,NT
42727,Squalus grahami,NT,NA,0.2,NT
42728,Squatina pseudocellata,LC,NA,0,LC
42729,Squatina albipunctata,VU,NA,0.4,VU
42730,Urolophus kapalensis,NT,NA,0.2,NT
42831,Centrophorus uyato,CR,NA,0.8,CR
42833,Hemiscyllium ocellatum,NT,NA,0.2,NT
42834,Negaprion acutidens,EN,NA,0.6,EN
42838,Centrophorus moluccensis,VU,NA,0.4,VU
43972,Polyprion americanus,DD,mediterranean,NA,DD
43972,Polyprion americanus,NT,europe,0.2,NT
44207,Apristurus aphyodes,LC,europe,0,LC
44216,Apristurus laurussonii,LC,europe,0,LC
44565,Mitsukurina owstoni,LC,europe,0,LC
44566,Pseudotriakis microdon,DD,europe,NA,DD
44599,Apristurus manis,LC,europe,0,LC
44657,Apristurus microps,LC,europe,0,LC
46864,Centroselachus crepidater,LC,europe,0,LC
60127,Aetomylaeus bovinus,CR,mediterranean,0.8,CR
60127,Aetomylaeus bovinus,CR,europe,0.8,CR
60139,Harriotta haeckeli,LC,europe,0,LC
60140,Harriotta raleighana,LC,europe,0,LC
60145,Rhinochimaera atlantica,LC,europe,0,LC
60212,Isistius plutodus,LC,europe,0,LC
60213,Somniosus microcephalus,NT,europe,0.2,NT
60214,Squaliolus laticaudus,LC,europe,0,LC
60215,Zameus squamulosus,DD,europe,NA,DD
60225,Isurus paucus,DD,mediterranean,NA,DD
60225,Isurus paucus,DD,europe,NA,DD
60242,Etmopterus princeps,LC,europe,0,LC
60344,Anguilla anguilla,EN,northern_africa,0.6,EN
60344,Anguilla anguilla,CR,europe,0.8,CR
60447,Marcusenius livingstonii,LC,pan-africa,0,LC
60447,Marcusenius livingstonii,LC,southern_africa,0,LC
61213,Oligolepis acutipennis,LC,pan-africa,0,LC
61405,Leucoraja melitensis,CR,mediterranean,0.8,CR
61405,Leucoraja melitensis,CR,europe,0.8,CR
61408,Rostroraja alba,EN,mediterranean,0.6,EN
61408,Rostroraja alba,CR,europe,0.8,CR
61417,Squatina aculeata,CR,mediterranean,0.8,CR
61417,Squatina aculeata,CR,europe,0.8,CR
61418,Squatina oculata,CR,mediterranean,0.8,CR
61418,Squatina oculata,CR,europe,0.8,CR
62256,Trionyx triunguis,"NA",europe,NA,NA
63100,Dipturus oxyrinchus,NT,mediterranean,0.2,NT
63100,Dipturus oxyrinchus,NT,europe,0.2,NT
63103,Hydrolagus pallidus,LC,europe,0,LC
63104,Hydrolagus mirabilis,LC,europe,0,LC
63114,Chimaera monstrosa,NT,mediterranean,0.2,NT
63114,Chimaera monstrosa,NT,europe,0.2,NT
63115,Bathyraja pallida,LC,europe,0,LC
63119,Amblyraja hyperborea,LC,europe,0,LC
63120,Raja asterias,NT,mediterranean,0.2,NT
63120,Raja asterias,NT,europe,0.2,NT
63123,Hydrolagus affinis,LC,europe,0,LC
63125,Malacoraja kreffti,LC,europe,0,LC
63126,Malacoraja spinacidermis,LC,europe,0,LC
63127,Bathyraja richardsoni,LC,europe,0,LC
63131,Rhinobatos rhinobatos,EN,mediterranean,0.6,EN
63131,Rhinobatos rhinobatos,EN,europe,0.6,EN
63141,Oxynotus centrina,CR,mediterranean,0.8,CR
63141,Oxynotus centrina,VU,europe,0.4,VU
63146,Raja montagui,LC,mediterranean,0,LC
63146,Raja montagui,LC,europe,0,LC
63149,Galeus atlanticus,NT,mediterranean,0.2,NT
63149,Galeus atlanticus,NT,europe,0.2,NT
63153,Gymnura altavela,CR,mediterranean,0.8,CR
63153,Gymnura altavela,CR,europe,0.8,CR
63361,Chrysichthys furcatus,DD,pan-africa,NA,DD
63442,Eussoia leptodonta,DD,pan-africa,NA,DD
63442,Eussoia leptodonta,DD,southern_africa,NA,DD
64409,Mycteroperca fusca,VU,europe,0.4,VU
132722,Epinephelus aeneus,NT,mediterranean,0.2,NT
132722,Epinephelus aeneus,DD,europe,NA,DD
132762,Epinephelus costae,DD,mediterranean,NA,DD
132762,Epinephelus costae,DD,europe,NA,DD
132796,Epinephelus caninus,DD,mediterranean,NA,DD
132796,Epinephelus caninus,LC,europe,0,LC
132828,Hyporthodus haifensis,DD,mediterranean,NA,DD
132828,Hyporthodus haifensis,DD,europe,NA,DD
133085,Balanophyllia europaea,LC,mediterranean,0,LC
133135,Madracis pharensis,DD,mediterranean,NA,DD
133142,Cladocora caespitosa,EN,mediterranean,0.6,EN
133511,Oculina patagonica,LC,mediterranean,0,LC
135509,Knipowitschia longecaudata,LC,europe,0,LC
135525,Pomatoschistus microps,CR,mediterranean,0.8,CR
135525,Pomatoschistus microps,LC,europe,0,LC
135526,Benthophilus magistri,LC,europe,0,LC
135548,Alosa caspia,LC,europe,0,LC
135567,Mugil cephalus,LC,eastern_africa,0,LC
135567,Mugil cephalus,LC,western_africa,0,LC
135567,Mugil cephalus,LC,mediterranean,0,LC
135567,Mugil cephalus,LC,europe,0,LC
135574,Liopsetta glacialis,LC,europe,0,LC
135579,Chelon auratus,LC,mediterranean,0,LC
135579,Chelon auratus,LC,europe,0,LC
135606,Dicentrarchus labrax,NT,mediterranean,0.2,NT
135606,Dicentrarchus labrax,LC,europe,0,LC
135612,Coregonus widegreni,DD,europe,NA,DD
135622,Caspiosoma caspium,LC,europe,0,LC
135644,Alosa algeriensis,DD,europe,NA,DD
135654,Benthophilus mahmudbejovi,LC,europe,0,LC
135656,Benthophilus macrocephalus,LC,europe,0,LC
135681,Chelon saliens,LC,mediterranean,0,LC
135681,Chelon saliens,LC,europe,0,LC
135682,Benthophilus granulosus,LC,europe,0,LC
135689,Chelon labrosus,"NA",western_africa,NA,NA
135689,Chelon labrosus,LC,mediterranean,0,LC
135689,Chelon labrosus,LC,europe,0,LC
