country,year,value,unit,sector,data_source
France,2011,15900,persons (1),fp,oecd sustainable economies
France,2012,16180,persons (1),fp,oecd sustainable economies
France,2013,16470,persons (1),fp,oecd sustainable economies
France,2014,17330,persons (1),fp,oecd sustainable economies
France,2015,17520,persons (1),fp,oecd sustainable economies
France,2016,38780,persons (1),fp,oecd sustainable economies
France,2017,14000,persons (1),fp,oecd sustainable economies
France,2018,14770,persons (1),fp,oecd sustainable economies
France,2019,14770,persons (1),fp,oecd sustainable economies
France,2020,14770,persons (1),fp,oecd sustainable economies
Germany,2005,8540,persons (1),fp,oecd sustainable economies
Germany,2006,8520,persons (1),fp,oecd sustainable economies
Germany,2007,8150,persons (1),fp,oecd sustainable economies
Germany,2008,7580,persons (1),fp,oecd sustainable economies
Germany,2009,7460,persons (1),fp,oecd sustainable economies
Germany,2010,7210,persons (1),fp,oecd sustainable economies
Germany,2011,7010,persons (1),fp,oecd sustainable economies
Germany,2012,6810,persons (1),fp,oecd sustainable economies
Germany,2013,6820,persons (1),fp,oecd sustainable economies
Germany,2014,6890,persons (1),fp,oecd sustainable economies
Germany,2015,7090,persons (1),fp,oecd sustainable economies
Germany,2016,7170,persons (1),fp,oecd sustainable economies
Germany,2017,7580,persons (1),fp,oecd sustainable economies
Germany,2018,7680,persons (1),fp,oecd sustainable economies
Germany,2019,7540,persons (1),fp,oecd sustainable economies
Germany,2020,7390,persons (1),fp,oecd sustainable economies
Greece,2005,2650,persons (1),fp,oecd sustainable economies
Greece,2006,2920,persons (1),fp,oecd sustainable economies
Greece,2007,2600,persons (1),fp,oecd sustainable economies
Greece,2008,2600,persons (1),fp,oecd sustainable economies
Greece,2009,2320,persons (1),fp,oecd sustainable economies
Greece,2010,2410,persons (1),fp,oecd sustainable economies
Greece,2011,2420,persons (1),fp,oecd sustainable economies
Greece,2012,2220,persons (1),fp,oecd sustainable economies
Greece,2013,2210,persons (1),fp,oecd sustainable economies
Greece,2014,2180,persons (1),fp,oecd sustainable economies
Greece,2015,2060,persons (1),fp,oecd sustainable economies
Greece,2016,2020,persons (1),fp,oecd sustainable economies
Greece,2017,2020,persons (1),fp,oecd sustainable economies
Iceland,2005,4900,persons (1),fp,oecd sustainable economies
Iceland,2006,3900,persons (1),fp,oecd sustainable economies
Iceland,2007,3000,persons (1),fp,oecd sustainable economies
Iceland,2008,3000,persons (1),fp,oecd sustainable economies
Iceland,2009,3300,persons (1),fp,oecd sustainable economies
Iceland,2010,3500,persons (1),fp,oecd sustainable economies
Iceland,2011,3800,persons (1),fp,oecd sustainable economies
Iceland,2012,4400,persons (1),fp,oecd sustainable economies
Iceland,2013,5100,persons (1),fp,oecd sustainable economies
Iceland,2014,4800,persons (1),fp,oecd sustainable economies
Iceland,2015,3800,persons (1),fp,oecd sustainable economies
Iceland,2016,3800,persons (1),fp,oecd sustainable economies
Iceland,2017,2900,persons (1),fp,oecd sustainable economies
Ireland,2000,4530,persons (1),fp,oecd sustainable economies
Ireland,2001,4210,persons (1),fp,oecd sustainable economies
Ireland,2002,4210,persons (1),fp,oecd sustainable economies
Ireland,2003,3970,persons (1),fp,oecd sustainable economies
Ireland,2004,3740,persons (1),fp,oecd sustainable economies
Ireland,2005,3510,persons (1),fp,oecd sustainable economies
Ireland,2006,2870,persons (1),fp,oecd sustainable economies
Ireland,2007,2870,persons (1),fp,oecd sustainable economies
Ireland,2008,2870,persons (1),fp,oecd sustainable economies
Ireland,2009,2870,persons (1),fp,oecd sustainable economies
Ireland,2010,2870,persons (1),fp,oecd sustainable economies
Ireland,2011,3200,persons (1),fp,oecd sustainable economies
Ireland,2012,3330,persons (1),fp,oecd sustainable economies
Ireland,2013,3530,persons (1),fp,oecd sustainable economies
Ireland,2014,3690,persons (1),fp,oecd sustainable economies
Ireland,2015,3800,persons (1),fp,oecd sustainable economies
Ireland,2016,3950,persons (1),fp,oecd sustainable economies
Ireland,2017,4080,persons (1),fp,oecd sustainable economies
Ireland,2018,4210,persons (1),fp,oecd sustainable economies
Ireland,2019,4320,persons (1),fp,oecd sustainable economies
Ireland,2020,5120,persons (1),fp,oecd sustainable economies
Italy,2000,5430,persons (1),fp,oecd sustainable economies
Italy,2001,5430,persons (1),fp,oecd sustainable economies
Italy,2002,5430,persons (1),fp,oecd sustainable economies
Italy,2003,5430,persons (1),fp,oecd sustainable economies
Italy,2004,5430,persons (1),fp,oecd sustainable economies
Italy,2005,5430,persons (1),fp,oecd sustainable economies
Italy,2006,5430,persons (1),fp,oecd sustainable economies
Italy,2007,5430,persons (1),fp,oecd sustainable economies
Italy,2008,5430,persons (1),fp,oecd sustainable economies
Italy,2009,5290,persons (1),fp,oecd sustainable economies
Italy,2010,5950,persons (1),fp,oecd sustainable economies
Italy,2011,6110,persons (1),fp,oecd sustainable economies
Italy,2012,6200,persons (1),fp,oecd sustainable economies
Italy,2013,6290,persons (1),fp,oecd sustainable economies
Italy,2014,5630,persons (1),fp,oecd sustainable economies
Italy,2015,5930,persons (1),fp,oecd sustainable economies
Italy,2016,5910,persons (1),fp,oecd sustainable economies
Italy,2017,5970,persons (1),fp,oecd sustainable economies
Italy,2018,6100,persons (1),fp,oecd sustainable economies
Italy,2019,6040,persons (1),fp,oecd sustainable economies
Italy,2020,6040,persons (1),fp,oecd sustainable economies
Mexico,2005,18750,persons (1),fp,oecd sustainable economies
Mexico,2006,19400,persons (1),fp,oecd sustainable economies
Mexico,2007,19460,persons (1),fp,oecd sustainable economies
Netherlands,2000,3750,persons (1),fp,oecd sustainable economies
Netherlands,2001,3500,persons (1),fp,oecd sustainable economies
Netherlands,2002,3250,persons (1),fp,oecd sustainable economies
Netherlands,2003,3000,persons (1),fp,oecd sustainable economies
Netherlands,2004,2750,persons (1),fp,oecd sustainable economies
Netherlands,2005,2600,persons (1),fp,oecd sustainable economies
Netherlands,2006,2550,persons (1),fp,oecd sustainable economies
Netherlands,2007,2500,persons (1),fp,oecd sustainable economies
Netherlands,2008,2330,persons (1),fp,oecd sustainable economies
Netherlands,2009,2780,persons (1),fp,oecd sustainable economies
Netherlands,2010,2510,persons (1),fp,oecd sustainable economies
Netherlands,2011,2540,persons (1),fp,oecd sustainable economies
Netherlands,2012,2470,persons (1),fp,oecd sustainable economies
Netherlands,2013,2650,persons (1),fp,oecd sustainable economies
Netherlands,2014,2820,persons (1),fp,oecd sustainable economies
Netherlands,2015,2800,persons (1),fp,oecd sustainable economies
Netherlands,2016,2800,persons (1),fp,oecd sustainable economies
Netherlands,2017,2800,persons (1),fp,oecd sustainable economies
Netherlands,2018,2800,persons (1),fp,oecd sustainable economies
Netherlands,2019,2600,persons (1),fp,oecd sustainable economies
Netherlands,2020,2470,persons (1),fp,oecd sustainable economies
New Zealand,2000,6890,persons (1),fp,oecd sustainable economies
New Zealand,2001,6900,persons (1),fp,oecd sustainable economies
New Zealand,2002,7360,persons (1),fp,oecd sustainable economies
New Zealand,2003,7310,persons (1),fp,oecd sustainable economies
New Zealand,2004,6620,persons (1),fp,oecd sustainable economies
New Zealand,2005,6790,persons (1),fp,oecd sustainable economies
New Zealand,2006,6780,persons (1),fp,oecd sustainable economies
New Zealand,2007,6520,persons (1),fp,oecd sustainable economies
New Zealand,2008,5860,persons (1),fp,oecd sustainable economies
New Zealand,2009,5690,persons (1),fp,oecd sustainable economies
New Zealand,2010,5650,persons (1),fp,oecd sustainable economies
New Zealand,2011,5540,persons (1),fp,oecd sustainable economies
New Zealand,2012,5770,persons (1),fp,oecd sustainable economies
New Zealand,2013,5480,persons (1),fp,oecd sustainable economies
New Zealand,2014,5410,persons (1),fp,oecd sustainable economies
New Zealand,2015,4960,persons (1),fp,oecd sustainable economies
New Zealand,2016,5300,persons (1),fp,oecd sustainable economies
New Zealand,2017,5100,persons (1),fp,oecd sustainable economies
New Zealand,2018,5150,persons (1),fp,oecd sustainable economies
New Zealand,2019,5150,persons (1),fp,oecd sustainable economies
New Zealand,2020,5150,persons (1),fp,oecd sustainable economies
Norway,2000,14340,persons (1),fp,oecd sustainable economies
Norway,2001,14210,persons (1),fp,oecd sustainable economies
Norway,2002,13280,persons (1),fp,oecd sustainable economies
Norway,2003,12530,persons (1),fp,oecd sustainable economies
Norway,2004,11340,persons (1),fp,oecd sustainable economies
Norway,2005,10770,persons (1),fp,oecd sustainable economies
Norway,2006,10440,persons (1),fp,oecd sustainable economies
Norway,2007,10410,persons (1),fp,oecd sustainable economies
Norway,2008,10090,persons (1),fp,oecd sustainable economies
Norway,2009,10340,persons (1),fp,oecd sustainable economies
Norway,2010,10590,persons (1),fp,oecd sustainable economies
Norway,2011,10460,persons (1),fp,oecd sustainable economies
Norway,2012,10930,persons (1),fp,oecd sustainable economies
Norway,2013,11410,persons (1),fp,oecd sustainable economies
Norway,2014,11680,persons (1),fp,oecd sustainable economies
Norway,2015,11210,persons (1),fp,oecd sustainable economies
Norway,2016,11170,persons (1),fp,oecd sustainable economies
Norway,2017,11380,persons (1),fp,oecd sustainable economies
Norway,2018,11600,persons (1),fp,oecd sustainable economies
Norway,2019,12140,persons (1),fp,oecd sustainable economies
Norway,2020,12420,persons (1),fp,oecd sustainable economies
Poland,2000,12650,persons (1),fp,oecd sustainable economies
Poland,2001,12650,persons (1),fp,oecd sustainable economies
Poland,2002,12650,persons (1),fp,oecd sustainable economies
Poland,2003,12650,persons (1),fp,oecd sustainable economies
Poland,2004,12650,persons (1),fp,oecd sustainable economies
Poland,2005,12650,persons (1),fp,oecd sustainable economies
Poland,2006,12650,persons (1),fp,oecd sustainable economies
Poland,2007,15400,persons (1),fp,oecd sustainable economies
Poland,2008,16720,persons (1),fp,oecd sustainable economies
Poland,2009,17000,persons (1),fp,oecd sustainable economies
Poland,2010,16970,persons (1),fp,oecd sustainable economies
Poland,2011,19290,persons (1),fp,oecd sustainable economies
Poland,2012,17620,persons (1),fp,oecd sustainable economies
Poland,2013,19440,persons (1),fp,oecd sustainable economies
Poland,2014,18580,persons (1),fp,oecd sustainable economies
Poland,2015,19160,persons (1),fp,oecd sustainable economies
Poland,2016,20150,persons (1),fp,oecd sustainable economies
Poland,2017,21290,persons (1),fp,oecd sustainable economies
Poland,2018,20970,persons (1),fp,oecd sustainable economies
Poland,2019,18670,persons (1),fp,oecd sustainable economies
Poland,2020,18230,persons (1),fp,oecd sustainable economies
Portugal,2000,14750,persons (1),fp,oecd sustainable economies
Portugal,2001,14750,persons (1),fp,oecd sustainable economies
Portugal,2002,14750,persons (1),fp,oecd sustainable economies
Portugal,2003,14750,persons (1),fp,oecd sustainable economies
Portugal,2004,14750,persons (1),fp,oecd sustainable economies
Portugal,2005,14750,persons (1),fp,oecd sustainable economies
Portugal,2006,14750,persons (1),fp,oecd sustainable economies
Portugal,2007,14750,persons (1),fp,oecd sustainable economies
Portugal,2008,14750,persons (1),fp,oecd sustainable economies
Portugal,2009,14750,persons (1),fp,oecd sustainable economies
Portugal,2010,14750,persons (1),fp,oecd sustainable economies
Portugal,2011,14890,persons (1),fp,oecd sustainable economies
Portugal,2012,14330,persons (1),fp,oecd sustainable economies
Portugal,2013,13450,persons (1),fp,oecd sustainable economies
Portugal,2014,14140,persons (1),fp,oecd sustainable economies
Portugal,2015,14300,persons (1),fp,oecd sustainable economies
Portugal,2016,14900,persons (1),fp,oecd sustainable economies
Portugal,2017,15360,persons (1),fp,oecd sustainable economies
Portugal,2018,16000,persons (1),fp,oecd sustainable economies
Portugal,2019,16620,persons (1),fp,oecd sustainable economies
Portugal,2020,16720,persons (1),fp,oecd sustainable economies
Slovak Republic,2000,1050,persons (1),fp,oecd sustainable economies
Slovak Republic,2001,1050,persons (1),fp,oecd sustainable economies
Slovak Republic,2002,1050,persons (1),fp,oecd sustainable economies
Slovak Republic,2003,1050,persons (1),fp,oecd sustainable economies
Slovak Republic,2004,1050,persons (1),fp,oecd sustainable economies
Slovak Republic,2005,1050,persons (1),fp,oecd sustainable economies
Slovak Republic,2006,1050,persons (1),fp,oecd sustainable economies
Slovak Republic,2007,1050,persons (1),fp,oecd sustainable economies
Slovak Republic,2008,1050,persons (1),fp,oecd sustainable economies
Slovak Republic,2009,1050,persons (1),fp,oecd sustainable economies
Slovak Republic,2010,850,persons (1),fp,oecd sustainable economies
Slovak Republic,2011,780,persons (1),fp,oecd sustainable economies
Slovak Republic,2012,660,persons (1),fp,oecd sustainable economies
Slovak Republic,2013,650,persons (1),fp,oecd sustainable economies
Slovak Republic,2014,710,persons (1),fp,oecd sustainable economies
Slovak Republic,2015,720,persons (1),fp,oecd sustainable economies
Slovak Republic,2016,700,persons (1),fp,oecd sustainable economies
Slovak Republic,2017,710,persons (1),fp,oecd sustainable economies
Slovak Republic,2018,610,persons (1),fp,oecd sustainable economies
Slovak Republic,2019,600,persons (1),fp,oecd sustainable economies
Slovak Republic,2020,580,persons (1),fp,oecd sustainable economies
Sweden,2000,2060,persons (1),fp,oecd sustainable economies
Sweden,2001,2100,persons (1),fp,oecd sustainable economies
Sweden,2002,2130,persons (1),fp,oecd sustainable economies
Sweden,2003,1950,persons (1),fp,oecd sustainable economies
Sweden,2004,2090,persons (1),fp,oecd sustainable economies
Sweden,2005,1940,persons (1),fp,oecd sustainable economies
Sweden,2006,2220,persons (1),fp,oecd sustainable economies
Sweden,2007,2040,persons (1),fp,oecd sustainable economies
Sweden,2008,2170,persons (1),fp,oecd sustainable economies
Sweden,2009,1990,persons (1),fp,oecd sustainable economies
Sweden,2010,2009.9999999999998,persons (1),fp,oecd sustainable economies
Sweden,2011,2130,persons (1),fp,oecd sustainable economies
Sweden,2012,2130,persons (1),fp,oecd sustainable economies
Sweden,2013,2200,persons (1),fp,oecd sustainable economies
Sweden,2014,2170,persons (1),fp,oecd sustainable economies
Sweden,2015,2170,persons (1),fp,oecd sustainable economies
Sweden,2016,2110,persons (1),fp,oecd sustainable economies
Sweden,2017,2020,persons (1),fp,oecd sustainable economies
Sweden,2018,2020,persons (1),fp,oecd sustainable economies
Sweden,2019,1980,persons (1),fp,oecd sustainable economies
Sweden,2020,1960,persons (1),fp,oecd sustainable economies
Türkiye,2000,3500,persons (1),fp,oecd sustainable economies
Türkiye,2001,3200,persons (1),fp,oecd sustainable economies
Türkiye,2002,3200,persons (1),fp,oecd sustainable economies
Türkiye,2003,2870,persons (1),fp,oecd sustainable economies
Türkiye,2004,2950,persons (1),fp,oecd sustainable economies
Türkiye,2005,4990,persons (1),fp,oecd sustainable economies
Türkiye,2006,6780,persons (1),fp,oecd sustainable economies
Türkiye,2007,6550,persons (1),fp,oecd sustainable economies
Türkiye,2008,6110,persons (1),fp,oecd sustainable economies
Türkiye,2009,5670,persons (1),fp,oecd sustainable economies
Türkiye,2010,5830,persons (1),fp,oecd sustainable economies
Türkiye,2011,6010,persons (1),fp,oecd sustainable economies
Türkiye,2012,6100,persons (1),fp,oecd sustainable economies
Türkiye,2013,6500,persons (1),fp,oecd sustainable economies
Türkiye,2014,6000,persons (1),fp,oecd sustainable economies
Türkiye,2015,6200,persons (1),fp,oecd sustainable economies
Türkiye,2016,6250,persons (1),fp,oecd sustainable economies
Türkiye,2017,6500,persons (1),fp,oecd sustainable economies
Türkiye,2018,6400,persons (1),fp,oecd sustainable economies
Türkiye,2019,6450,persons (1),fp,oecd sustainable economies
Türkiye,2020,6500,persons (1),fp,oecd sustainable economies
United States,2000,47610,persons (1),fp,oecd sustainable economies
United States,2001,46680,persons (1),fp,oecd sustainable economies
United States,2002,43640,persons (1),fp,oecd sustainable economies
United States,2003,43340,persons (1),fp,oecd sustainable economies
United States,2004,42910,persons (1),fp,oecd sustainable economies
United States,2005,41610,persons (1),fp,oecd sustainable economies
United States,2006,40820,persons (1),fp,oecd sustainable economies
United States,2007,39360,persons (1),fp,oecd sustainable economies
United States,2008,37400,persons (1),fp,oecd sustainable economies
United States,2009,36930,persons (1),fp,oecd sustainable economies
United States,2010,36470,persons (1),fp,oecd sustainable economies
United States,2011,37080,persons (1),fp,oecd sustainable economies
United States,2012,37420,persons (1),fp,oecd sustainable economies
United States,2013,37630,persons (1),fp,oecd sustainable economies
United States,2014,37390,persons (1),fp,oecd sustainable economies
United States,2015,36620,persons (1),fp,oecd sustainable economies
United States,2016,36440,persons (1),fp,oecd sustainable economies
United States,2017,35580,persons (1),fp,oecd sustainable economies
United States,2018,34600,persons (1),fp,oecd sustainable economies
United States,2019,35410,persons (1),fp,oecd sustainable economies
United States,2020,32299.999999999996,persons (1),fp,oecd sustainable economies
Argentina,2000,5850,persons (1),fp,oecd sustainable economies
Argentina,2001,6550,persons (1),fp,oecd sustainable economies
Argentina,2002,7390,persons (1),fp,oecd sustainable economies
Argentina,2003,7810,persons (1),fp,oecd sustainable economies
Argentina,2004,7810,persons (1),fp,oecd sustainable economies
Argentina,2005,8010,persons (1),fp,oecd sustainable economies
Argentina,2006,7950,persons (1),fp,oecd sustainable economies
Argentina,2007,8119.999999999999,persons (1),fp,oecd sustainable economies
Argentina,2008,8250,persons (1),fp,oecd sustainable economies
Argentina,2009,8850,persons (1),fp,oecd sustainable economies
Argentina,2010,9010,persons (1),fp,oecd sustainable economies
Argentina,2011,8020,persons (1),fp,oecd sustainable economies
Argentina,2012,7570,persons (1),fp,oecd sustainable economies
Argentina,2013,8000,persons (1),fp,oecd sustainable economies
Argentina,2014,7820,persons (1),fp,oecd sustainable economies
Argentina,2015,8140.000000000001,persons (1),fp,oecd sustainable economies
Argentina,2016,8039.999999999999,persons (1),fp,oecd sustainable economies
Argentina,2017,8510,persons (1),fp,oecd sustainable economies
Argentina,2018,9710,persons (1),fp,oecd sustainable economies
Argentina,2019,10370,persons (1),fp,oecd sustainable economies
Argentina,2020,10780,persons (1),fp,oecd sustainable economies
Chile,2000,39090,persons (1),fp,oecd sustainable economies
Chile,2001,39090,persons (1),fp,oecd sustainable economies
Chile,2002,39090,persons (1),fp,oecd sustainable economies
Chile,2003,37640,persons (1),fp,oecd sustainable economies
Chile,2004,41490,persons (1),fp,oecd sustainable economies
Chile,2005,39430,persons (1),fp,oecd sustainable economies
Chile,2006,70490,persons (1),fp,oecd sustainable economies
Chile,2007,60840,persons (1),fp,oecd sustainable economies
Chile,2008,74300,persons (1),fp,oecd sustainable economies
Chile,2009,52170,persons (1),fp,oecd sustainable economies
Chile,2010,42750,persons (1),fp,oecd sustainable economies
Chile,2011,46630,persons (1),fp,oecd sustainable economies
Chile,2012,44870,persons (1),fp,oecd sustainable economies
Chile,2013,49160,persons (1),fp,oecd sustainable economies
Chile,2014,48090,persons (1),fp,oecd sustainable economies
Chile,2015,49980,persons (1),fp,oecd sustainable economies
Chile,2016,51320,persons (1),fp,oecd sustainable economies
Chile,2017,55750,persons (1),fp,oecd sustainable economies
Chile,2018,61790,persons (1),fp,oecd sustainable economies
Chile,2019,41500,persons (1),fp,oecd sustainable economies
Chile,2020,40540,persons (1),fp,oecd sustainable economies
Colombia,2011,72000,persons (1),fp,oecd sustainable economies
Colombia,2012,72000,persons (1),fp,oecd sustainable economies
Colombia,2013,72000,persons (1),fp,oecd sustainable economies
Colombia,2014,72000,persons (1),fp,oecd sustainable economies
Colombia,2015,72000,persons (1),fp,oecd sustainable economies
Colombia,2016,72000,persons (1),fp,oecd sustainable economies
Colombia,2017,72000,persons (1),fp,oecd sustainable economies
Colombia,2018,72000,persons (1),fp,oecd sustainable economies
Costa Rica,2000,2350,persons (1),fp,oecd sustainable economies
Costa Rica,2001,1580,persons (1),fp,oecd sustainable economies
Costa Rica,2002,1260,persons (1),fp,oecd sustainable economies
Costa Rica,2003,3050,persons (1),fp,oecd sustainable economies
Costa Rica,2004,1820,persons (1),fp,oecd sustainable economies
Costa Rica,2005,1970,persons (1),fp,oecd sustainable economies
Costa Rica,2006,2490,persons (1),fp,oecd sustainable economies
Costa Rica,2007,1960,persons (1),fp,oecd sustainable economies
Costa Rica,2008,2920,persons (1),fp,oecd sustainable economies
Costa Rica,2009,1250,persons (1),fp,oecd sustainable economies
Costa Rica,2010,1660,persons (1),fp,oecd sustainable economies
Costa Rica,2011,2390,persons (1),fp,oecd sustainable economies
Costa Rica,2012,1230,persons (1),fp,oecd sustainable economies
Costa Rica,2013,3700,persons (1),fp,oecd sustainable economies
Costa Rica,2014,1490,persons (1),fp,oecd sustainable economies
Costa Rica,2015,1330,persons (1),fp,oecd sustainable economies
Costa Rica,2016,1110,persons (1),fp,oecd sustainable economies
Costa Rica,2017,1250,persons (1),fp,oecd sustainable economies
Costa Rica,2018,2060,persons (1),fp,oecd sustainable economies
Costa Rica,2019,760,persons (1),fp,oecd sustainable economies
Costa Rica,2020,1560,persons (1),fp,oecd sustainable economies
Estonia,2000,2510,persons (1),fp,oecd sustainable economies
Estonia,2001,2510,persons (1),fp,oecd sustainable economies
Estonia,2002,2510,persons (1),fp,oecd sustainable economies
Estonia,2003,2510,persons (1),fp,oecd sustainable economies
Estonia,2004,2510,persons (1),fp,oecd sustainable economies
Estonia,2005,2510,persons (1),fp,oecd sustainable economies
Estonia,2006,2510,persons (1),fp,oecd sustainable economies
Estonia,2007,2510,persons (1),fp,oecd sustainable economies
Estonia,2008,2090,persons (1),fp,oecd sustainable economies
Estonia,2009,1830,persons (1),fp,oecd sustainable economies
Estonia,2010,1770,persons (1),fp,oecd sustainable economies
Estonia,2011,1920,persons (1),fp,oecd sustainable economies
