country,year,value,unit,sector,data_source
Slovenia,2008,0,persons (1),mmw,O’Connor et al 2009
Spain,1998,29,persons (1),mmw,O’Connor et al 2009
Spain,2008,86,persons (1),mmw,O’Connor et al 2009
Wales,1998,20,persons (1),mmw,O’Connor et al 2009
Wales,2008,38,persons (1),mmw,O’Connor et al 2009
Bangladesh,1998,0,persons (1),mmw,O’Connor et al 2009
Bangladesh,2008,0,persons (1),mmw,O’Connor et al 2009
Cambodia and Laos,1998,0,persons (1),mmw,O’Connor et al 2009
Cambodia and Laos,2008,0,persons (1),mmw,O’Connor et al 2009
China ‐ Hong Kong SAR,1998,4,persons (1),mmw,O’Connor et al 2009
China ‐ Hong Kong SAR,2008,75,persons (1),mmw,O’Connor et al 2009
China ‐ Mainland,1998,0,persons (1),mmw,O’Connor et al 2009
China ‐ Mainland,2008,285,persons (1),mmw,O’Connor et al 2009
China ‐ Taiwan,1998,28,persons (1),mmw,O’Connor et al 2009
China ‐ Taiwan,2008,186,persons (1),mmw,O’Connor et al 2009
"Georgia, Ukraine – Black Sea",1998,0,persons (1),mmw,O’Connor et al 2009
"Georgia, Ukraine – Black Sea",2008,0,persons (1),mmw,O’Connor et al 2009
India,1998,9,persons (1),mmw,O’Connor et al 2009
India,2008,35,persons (1),mmw,O’Connor et al 2009
Indonesia,1998,25,persons (1),mmw,O’Connor et al 2009
Indonesia,2008,22,persons (1),mmw,O’Connor et al 2009
Japan,1998,91,persons (1),mmw,O’Connor et al 2009
Japan,2008,171,persons (1),mmw,O’Connor et al 2009
Malaysia,1998,0,persons (1),mmw,O’Connor et al 2009
Malaysia,2008,0,persons (1),mmw,O’Connor et al 2009
Maldives,1998,0,persons (1),mmw,O’Connor et al 2009
Maldives,2008,13,persons (1),mmw,O’Connor et al 2009
Myanmar,1998,0,persons (1),mmw,O’Connor et al 2009
Myanmar,2008,0,persons (1),mmw,O’Connor et al 2009
Nepal,1998,0,persons (1),mmw,O’Connor et al 2009
Nepal,2008,0,persons (1),mmw,O’Connor et al 2009
Pakistan,1998,0,persons (1),mmw,O’Connor et al 2009
Pakistan,2008,0,persons (1),mmw,O’Connor et al 2009
Philippines,1998,11,persons (1),mmw,O’Connor et al 2009
Philippines,2008,16,persons (1),mmw,O’Connor et al 2009
Russia,1998,0,persons (1),mmw,O’Connor et al 2009
Russia,2008,1,persons (1),mmw,O’Connor et al 2009
Sri Lanka,1998,0,persons (1),mmw,O’Connor et al 2009
Sri Lanka,2008,1,persons (1),mmw,O’Connor et al 2009
Thailand,1998,0,persons (1),mmw,O’Connor et al 2009
Thailand,2008,1,persons (1),mmw,O’Connor et al 2009
Turkey,1998,0,persons (1),mmw,O’Connor et al 2009
Turkey,2008,0,persons (1),mmw,O’Connor et al 2009
American Samoa,1998,0,persons (1),mmw,O’Connor et al 2009
American Samoa,2008,0,persons (1),mmw,O’Connor et al 2009
Antarctica,1998,0,persons (1),mmw,O’Connor et al 2009
Antarctica,2008,0,persons (1),mmw,O’Connor et al 2009
Australia,1998,0,persons (1),mmw,O’Connor et al 2009
Australia,2008,0,persons (1),mmw,O’Connor et al 2009
Cook Islands,1998,0,persons (1),mmw,O’Connor et al 2009
Cook Islands,2008,0,persons (1),mmw,O’Connor et al 2009
Federated States of Micronesia,1998,0,persons (1),mmw,O’Connor et al 2009
Federated States of Micronesia,2008,0,persons (1),mmw,O’Connor et al 2009
Fiji,1998,0,persons (1),mmw,O’Connor et al 2009
Fiji,2008,0,persons (1),mmw,O’Connor et al 2009
French Polynesia,1998,0,persons (1),mmw,O’Connor et al 2009
French Polynesia,2008,0,persons (1),mmw,O’Connor et al 2009
Guam,1998,0,persons (1),mmw,O’Connor et al 2009
Guam,2008,0,persons (1),mmw,O’Connor et al 2009
Midway,1998,0,persons (1),mmw,O’Connor et al 2009
Midway,2008,0,persons (1),mmw,O’Connor et al 2009
New Caledonia,1998,0,persons (1),mmw,O’Connor et al 2009
New Caledonia,2008,0,persons (1),mmw,O’Connor et al 2009
New Zealand,1998,0,persons (1),mmw,O’Connor et al 2009
New Zealand,2008,0,persons (1),mmw,O’Connor et al 2009
Niue,1998,0,persons (1),mmw,O’Connor et al 2009
Niue,2008,0,persons (1),mmw,O’Connor et al 2009
Palau,1998,0,persons (1),mmw,O’Connor et al 2009
Palau,2008,0,persons (1),mmw,O’Connor et al 2009
Papua New Guinea,1998,0,persons (1),mmw,O’Connor et al 2009
Papua New Guinea,2008,0,persons (1),mmw,O’Connor et al 2009
Samoa,1998,0,persons (1),mmw,O’Connor et al 2009
Samoa,2008,0,persons (1),mmw,O’Connor et al 2009
Solomon Islands,1998,0,persons (1),mmw,O’Connor et al 2009
Solomon Islands,2008,0,persons (1),mmw,O’Connor et al 2009
Tonga,1998,0,persons (1),mmw,O’Connor et al 2009
Tonga,2008,0,persons (1),mmw,O’Connor et al 2009
Canada,1998,1434,persons (1),mmw,O’Connor et al 2009
Canada,2008,1554,persons (1),mmw,O’Connor et al 2009
México,1998,144,persons (1),mmw,O’Connor et al 2009
México,2008,254,persons (1),mmw,O’Connor et al 2009
St. Pierre and Miquelon,1998,1,persons (1),mmw,O’Connor et al 2009
St. Pierre and Miquelon,2008,1,persons (1),mmw,O’Connor et al 2009
USA,1998,5755,persons (1),mmw,O’Connor et al 2009
USA,2008,6533,persons (1),mmw,O’Connor et al 2009
Antigua and Barbuda,1998,0,persons (1),mmw,O’Connor et al 2009
Antigua and Barbuda,2008,0,persons (1),mmw,O’Connor et al 2009
The Bahamas,1998,1,persons (1),mmw,O’Connor et al 2009
The Bahamas,2008,2,persons (1),mmw,O’Connor et al 2009
Belize,1998,0,persons (1),mmw,O’Connor et al 2009
Belize,2008,0,persons (1),mmw,O’Connor et al 2009
Bermuda,1998,0,persons (1),mmw,O’Connor et al 2009
Bermuda,2008,0,persons (1),mmw,O’Connor et al 2009
British Virgin Islands,1998,0,persons (1),mmw,O’Connor et al 2009
British Virgin Islands,2008,0,persons (1),mmw,O’Connor et al 2009
Costa Rica,1998,1,persons (1),mmw,O’Connor et al 2009
Costa Rica,2008,45,persons (1),mmw,O’Connor et al 2009
Dominica,1998,2,persons (1),mmw,O’Connor et al 2009
Dominica,2008,7,persons (1),mmw,O’Connor et al 2009
Dominican Republic,1998,11,persons (1),mmw,O’Connor et al 2009
Dominican Republic,2008,14,persons (1),mmw,O’Connor et al 2009
Grenada,1998,1,persons (1),mmw,O’Connor et al 2009
Grenada,2008,2,persons (1),mmw,O’Connor et al 2009
Guadeloupe and islands,1998,0,persons (1),mmw,O’Connor et al 2009
Guadeloupe and islands,2008,2,persons (1),mmw,O’Connor et al 2009
Guatemala,1998,0,persons (1),mmw,O’Connor et al 2009
Guatemala,2008,0,persons (1),mmw,O’Connor et al 2009
Honduras,1998,0,persons (1),mmw,O’Connor et al 2009
Honduras,2008,0,persons (1),mmw,O’Connor et al 2009
Jamaica,1998,0,persons (1),mmw,O’Connor et al 2009
Jamaica,2008,0,persons (1),mmw,O’Connor et al 2009
Martinique,1998,0,persons (1),mmw,O’Connor et al 2009
Martinique,2008,1,persons (1),mmw,O’Connor et al 2009
Netherlands Antilles,1998,0,persons (1),mmw,O’Connor et al 2009
Netherlands Antilles,2008,0,persons (1),mmw,O’Connor et al 2009
Nicaragua,1998,0,persons (1),mmw,O’Connor et al 2009
Nicaragua,2008,4,persons (1),mmw,O’Connor et al 2009
Panama,1998,0,persons (1),mmw,O’Connor et al 2009
Panama,2008,9,persons (1),mmw,O’Connor et al 2009
Puerto Rico,1998,27,persons (1),mmw,O’Connor et al 2009
Puerto Rico,2008,25,persons (1),mmw,O’Connor et al 2009
St. Kitts and Nevis,1998,0,persons (1),mmw,O’Connor et al 2009
St. Kitts and Nevis,2008,0,persons (1),mmw,O’Connor et al 2009
St. Lucia,1998,0,persons (1),mmw,O’Connor et al 2009
St. Lucia,2008,8,persons (1),mmw,O’Connor et al 2009
St. Vincent and the Grenadines,1998,0,persons (1),mmw,O’Connor et al 2009
St. Vincent and the Grenadines,2008,1,persons (1),mmw,O’Connor et al 2009
Turks and Caicos Islands,1998,1,persons (1),mmw,O’Connor et al 2009
Turks and Caicos Islands,2008,0,persons (1),mmw,O’Connor et al 2009
US Virgin Islands,1998,0,persons (1),mmw,O’Connor et al 2009
US Virgin Islands,2008,0,persons (1),mmw,O’Connor et al 2009
Argentina,1998,66,persons (1),mmw,O’Connor et al 2009
Argentina,2008,192,persons (1),mmw,O’Connor et al 2009
Bolivia,1998,0,persons (1),mmw,O’Connor et al 2009
Bolivia,2008,0,persons (1),mmw,O’Connor et al 2009
Brazil,1998,94,persons (1),mmw,O’Connor et al 2009
Brazil,2008,129,persons (1),mmw,O’Connor et al 2009
Chile,1998,3,persons (1),mmw,O’Connor et al 2009
Chile,2008,11,persons (1),mmw,O’Connor et al 2009
Colombia,1998,0,persons (1),mmw,O’Connor et al 2009
Colombia,2008,18,persons (1),mmw,O’Connor et al 2009
Ecuador,1998,7,persons (1),mmw,O’Connor et al 2009
Ecuador,2008,26,persons (1),mmw,O’Connor et al 2009
Falkland Islands,1998,0,persons (1),mmw,O’Connor et al 2009
Falkland Islands,2008,0,persons (1),mmw,O’Connor et al 2009
Peru,1998,0,persons (1),mmw,O’Connor et al 2009
Peru,2008,0,persons (1),mmw,O’Connor et al 2009
Suriname,1998,0,persons (1),mmw,O’Connor et al 2009
Suriname,2008,1,persons (1),mmw,O’Connor et al 2009
Uruguay,1998,0,persons (1),mmw,O’Connor et al 2009
Uruguay,2008,4,persons (1),mmw,O’Connor et al 2009
Venezuela,1998,0,persons (1),mmw,O’Connor et al 2009
Venezuela,2008,6,persons (1),mmw,O’Connor et al 2009
