country,year,value,unit,sector,data_source
Greece,2007,4774,Persons,mar,oecd sustainable economies
Greece,2008,4780,Persons,mar,oecd sustainable economies
Greece,2009,4444,Persons,mar,oecd sustainable economies
Greece,2010,4137,Persons,mar,oecd sustainable economies
Greece,2011,4223,Persons,mar,oecd sustainable economies
Greece,2012,4104,Persons,mar,oecd sustainable economies
Greece,2013,4033,Persons,mar,oecd sustainable economies
Greece,2014,3991,Persons,mar,oecd sustainable economies
Greece,2015,3994,Persons,mar,oecd sustainable economies
Greece,2016,4210,Persons,mar,oecd sustainable economies
Greece,2017,4311,Persons,mar,oecd sustainable economies
Greece,2018,4175,Persons,mar,oecd sustainable economies
Greece,2019,4075,Persons,mar,oecd sustainable economies
Greece,2020,4167,Persons,mar,oecd sustainable economies
Hungary,2000,0,Persons,mar,oecd sustainable economies
Hungary,2001,0,Persons,mar,oecd sustainable economies
Hungary,2002,0,Persons,mar,oecd sustainable economies
Hungary,2003,0,Persons,mar,oecd sustainable economies
Hungary,2004,0,Persons,mar,oecd sustainable economies
Hungary,2005,0,Persons,mar,oecd sustainable economies
Hungary,2006,0,Persons,mar,oecd sustainable economies
Hungary,2007,0,Persons,mar,oecd sustainable economies
Hungary,2008,0,Persons,mar,oecd sustainable economies
Hungary,2009,0,Persons,mar,oecd sustainable economies
Hungary,2010,0,Persons,mar,oecd sustainable economies
Hungary,2011,0,Persons,mar,oecd sustainable economies
Hungary,2012,0,Persons,mar,oecd sustainable economies
Hungary,2013,0,Persons,mar,oecd sustainable economies
Hungary,2014,0,Persons,mar,oecd sustainable economies
Hungary,2015,0,Persons,mar,oecd sustainable economies
Hungary,2016,0,Persons,mar,oecd sustainable economies
Hungary,2017,0,Persons,mar,oecd sustainable economies
Hungary,2018,0,Persons,mar,oecd sustainable economies
Hungary,2019,0,Persons,mar,oecd sustainable economies
Hungary,2020,0,Persons,mar,oecd sustainable economies
Iceland,2000,90,Persons,mar,oecd sustainable economies
Iceland,2001,225,Persons,mar,oecd sustainable economies
Iceland,2002,174,Persons,mar,oecd sustainable economies
Iceland,2003,228,Persons,mar,oecd sustainable economies
Iceland,2004,190,Persons,mar,oecd sustainable economies
Iceland,2005,208,Persons,mar,oecd sustainable economies
Iceland,2006,224,Persons,mar,oecd sustainable economies
Iceland,2007,202,Persons,mar,oecd sustainable economies
Iceland,2008,231,Persons,mar,oecd sustainable economies
Iceland,2009,247,Persons,mar,oecd sustainable economies
Iceland,2010,236,Persons,mar,oecd sustainable economies
Iceland,2011,234,Persons,mar,oecd sustainable economies
Iceland,2012,241,Persons,mar,oecd sustainable economies
Iceland,2013,336,Persons,mar,oecd sustainable economies
Iceland,2014,322,Persons,mar,oecd sustainable economies
Iceland,2015,316,Persons,mar,oecd sustainable economies
Iceland,2016,504,Persons,mar,oecd sustainable economies
Iceland,2017,467,Persons,mar,oecd sustainable economies
Iceland,2018,572,Persons,mar,oecd sustainable economies
Iceland,2019,596,Persons,mar,oecd sustainable economies
Iceland,2020,596,Persons,mar,oecd sustainable economies
Ireland,2000,3085,Persons,mar,oecd sustainable economies
Ireland,2001,2894,Persons,mar,oecd sustainable economies
Ireland,2002,2905,Persons,mar,oecd sustainable economies
Ireland,2003,2269,Persons,mar,oecd sustainable economies
Ireland,2004,1895,Persons,mar,oecd sustainable economies
Ireland,2005,1606,Persons,mar,oecd sustainable economies
Ireland,2006,2000,Persons,mar,oecd sustainable economies
Ireland,2007,1956,Persons,mar,oecd sustainable economies
Ireland,2008,1907,Persons,mar,oecd sustainable economies
Ireland,2009,1893,Persons,mar,oecd sustainable economies
Ireland,2010,1684,Persons,mar,oecd sustainable economies
Ireland,2011,1727,Persons,mar,oecd sustainable economies
Ireland,2012,1692,Persons,mar,oecd sustainable economies
Ireland,2013,1778,Persons,mar,oecd sustainable economies
Ireland,2014,1781,Persons,mar,oecd sustainable economies
Ireland,2015,1805,Persons,mar,oecd sustainable economies
Ireland,2016,1924,Persons,mar,oecd sustainable economies
Ireland,2017,1901,Persons,mar,oecd sustainable economies
Ireland,2018,1932,Persons,mar,oecd sustainable economies
Ireland,2019,1960,Persons,mar,oecd sustainable economies
Ireland,2020,1830,Persons,mar,oecd sustainable economies
Italy,2000,5825,Persons,mar,oecd sustainable economies
Italy,2001,4035,Persons,mar,oecd sustainable economies
Italy,2002,2312,Persons,mar,oecd sustainable economies
Italy,2003,2164,Persons,mar,oecd sustainable economies
Italy,2004,2218,Persons,mar,oecd sustainable economies
Italy,2005,2475,Persons,mar,oecd sustainable economies
Italy,2006,2446,Persons,mar,oecd sustainable economies
Italy,2007,2056,Persons,mar,oecd sustainable economies
Italy,2008,2412,Persons,mar,oecd sustainable economies
Italy,2009,2835,Persons,mar,oecd sustainable economies
Italy,2010,4008,Persons,mar,oecd sustainable economies
Italy,2011,3684,Persons,mar,oecd sustainable economies
Italy,2012,3349,Persons,mar,oecd sustainable economies
Italy,2013,3448,Persons,mar,oecd sustainable economies
Italy,2014,3576,Persons,mar,oecd sustainable economies
Italy,2015,3444,Persons,mar,oecd sustainable economies
Italy,2016,3059,Persons,mar,oecd sustainable economies
Italy,2017,3007,Persons,mar,oecd sustainable economies
Italy,2018,3455,Persons,mar,oecd sustainable economies
Italy,2019,3225,Persons,mar,oecd sustainable economies
Italy,2020,3407,Persons,mar,oecd sustainable economies
"Korea, Republic of",2000,40262,Persons,mar,oecd sustainable economies
"Korea, Republic of",2001,46148,Persons,mar,oecd sustainable economies
"Korea, Republic of",2002,39722,Persons,mar,oecd sustainable economies
"Korea, Republic of",2003,40032,Persons,mar,oecd sustainable economies
"Korea, Republic of",2004,35682,Persons,mar,oecd sustainable economies
"Korea, Republic of",2005,37748,Persons,mar,oecd sustainable economies
"Korea, Republic of",2006,40965,Persons,mar,oecd sustainable economies
"Korea, Republic of",2007,40208,Persons,mar,oecd sustainable economies
"Korea, Republic of",2008,37576,Persons,mar,oecd sustainable economies
"Korea, Republic of",2009,39279,Persons,mar,oecd sustainable economies
"Korea, Republic of",2010,25801,Persons,mar,oecd sustainable economies
"Korea, Republic of",2011,27315,Persons,mar,oecd sustainable economies
"Korea, Republic of",2012,26131,Persons,mar,oecd sustainable economies
"Korea, Republic of",2013,25428,Persons,mar,oecd sustainable economies
"Korea, Republic of",2014,23921,Persons,mar,oecd sustainable economies
"Korea, Republic of",2015,30197,Persons,mar,oecd sustainable economies
"Korea, Republic of",2016,30503,Persons,mar,oecd sustainable economies
"Korea, Republic of",2017,31085,Persons,mar,oecd sustainable economies
"Korea, Republic of",2018,33667,Persons,mar,oecd sustainable economies
"Korea, Republic of",2019,32088,Persons,mar,oecd sustainable economies
"Korea, Republic of",2020,31866,Persons,mar,oecd sustainable economies
Mexico,2000,15837,Persons,mar,oecd sustainable economies
Mexico,2001,18237,Persons,mar,oecd sustainable economies
Mexico,2002,18339,Persons,mar,oecd sustainable economies
Mexico,2003,18125,Persons,mar,oecd sustainable economies
Mexico,2004,19041,Persons,mar,oecd sustainable economies
Mexico,2005,21521,Persons,mar,oecd sustainable economies
Mexico,2006,23027,Persons,mar,oecd sustainable economies
Mexico,2007,27106,Persons,mar,oecd sustainable economies
Mexico,2008,27161,Persons,mar,oecd sustainable economies
Mexico,2009,27383,Persons,mar,oecd sustainable economies
Mexico,2010,39055,Persons,mar,oecd sustainable economies
Mexico,2011,42853,Persons,mar,oecd sustainable economies
Mexico,2012,44606,Persons,mar,oecd sustainable economies
Mexico,2013,41601,Persons,mar,oecd sustainable economies
Mexico,2014,41160,Persons,mar,oecd sustainable economies
Mexico,2015,46369,Persons,mar,oecd sustainable economies
Mexico,2016,47521,Persons,mar,oecd sustainable economies
Mexico,2017,45932,Persons,mar,oecd sustainable economies
Mexico,2018,45087,Persons,mar,oecd sustainable economies
Mexico,2019,48524,Persons,mar,oecd sustainable economies
Mexico,2020,48524,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2000,183,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2001,183,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2002,192,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2003,185,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2004,162,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2005,156,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2006,133,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2007,158,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2008,154,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2009,273,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2010,264,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2011,258,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2012,288,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2013,156,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2014,161,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2015,153,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2016,142,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2017,136,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2018,164,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2019,151,Persons,mar,oecd sustainable economies
Netherlands (Kingdom of the),2020,156,Persons,mar,oecd sustainable economies
New Zealand,2000,713,Persons,mar,oecd sustainable economies
New Zealand,2001,647,Persons,mar,oecd sustainable economies
New Zealand,2002,740,Persons,mar,oecd sustainable economies
New Zealand,2003,740,Persons,mar,oecd sustainable economies
New Zealand,2004,740,Persons,mar,oecd sustainable economies
New Zealand,2005,730,Persons,mar,oecd sustainable economies
New Zealand,2006,720,Persons,mar,oecd sustainable economies
New Zealand,2007,680,Persons,mar,oecd sustainable economies
New Zealand,2008,680,Persons,mar,oecd sustainable economies
New Zealand,2009,810,Persons,mar,oecd sustainable economies
New Zealand,2010,642,Persons,mar,oecd sustainable economies
New Zealand,2011,610,Persons,mar,oecd sustainable economies
New Zealand,2012,597,Persons,mar,oecd sustainable economies
New Zealand,2013,693,Persons,mar,oecd sustainable economies
New Zealand,2014,648,Persons,mar,oecd sustainable economies
New Zealand,2015,630,Persons,mar,oecd sustainable economies
New Zealand,2016,731,Persons,mar,oecd sustainable economies
New Zealand,2017,759,Persons,mar,oecd sustainable economies
New Zealand,2018,811,Persons,mar,oecd sustainable economies
New Zealand,2019,818,Persons,mar,oecd sustainable economies
New Zealand,2020,876,Persons,mar,oecd sustainable economies
Norway,2000,4330,Persons,mar,oecd sustainable economies
Norway,2001,4510,Persons,mar,oecd sustainable economies
Norway,2002,4400,Persons,mar,oecd sustainable economies
Norway,2003,4280,Persons,mar,oecd sustainable economies
Norway,2004,4290,Persons,mar,oecd sustainable economies
Norway,2005,4219,Persons,mar,oecd sustainable economies
Norway,2006,4549,Persons,mar,oecd sustainable economies
Norway,2007,4778,Persons,mar,oecd sustainable economies
Norway,2008,4863,Persons,mar,oecd sustainable economies
Norway,2009,5054,Persons,mar,oecd sustainable economies
Norway,2010,5525,Persons,mar,oecd sustainable economies
Norway,2011,5876,Persons,mar,oecd sustainable economies
Norway,2012,5886,Persons,mar,oecd sustainable economies
Norway,2013,5977,Persons,mar,oecd sustainable economies
Norway,2014,6266,Persons,mar,oecd sustainable economies
Norway,2015,6877,Persons,mar,oecd sustainable economies
Norway,2016,7827,Persons,mar,oecd sustainable economies
Norway,2017,8166,Persons,mar,oecd sustainable economies
Norway,2018,8546,Persons,mar,oecd sustainable economies
Norway,2019,9494,Persons,mar,oecd sustainable economies
Norway,2020,9994,Persons,mar,oecd sustainable economies
Poland,2000,0,Persons,mar,oecd sustainable economies
Poland,2001,0,Persons,mar,oecd sustainable economies
Poland,2002,0,Persons,mar,oecd sustainable economies
Poland,2003,0,Persons,mar,oecd sustainable economies
Poland,2004,0,Persons,mar,oecd sustainable economies
Poland,2005,0,Persons,mar,oecd sustainable economies
Poland,2006,0,Persons,mar,oecd sustainable economies
Poland,2007,0,Persons,mar,oecd sustainable economies
Poland,2008,0,Persons,mar,oecd sustainable economies
Poland,2009,0,Persons,mar,oecd sustainable economies
Poland,2010,0,Persons,mar,oecd sustainable economies
Poland,2011,0,Persons,mar,oecd sustainable economies
Poland,2012,0,Persons,mar,oecd sustainable economies
Poland,2013,0,Persons,mar,oecd sustainable economies
Poland,2014,0,Persons,mar,oecd sustainable economies
Poland,2015,0,Persons,mar,oecd sustainable economies
Poland,2016,0,Persons,mar,oecd sustainable economies
Poland,2017,0,Persons,mar,oecd sustainable economies
Poland,2018,0,Persons,mar,oecd sustainable economies
Poland,2019,0,Persons,mar,oecd sustainable economies
Poland,2020,0,Persons,mar,oecd sustainable economies
Portugal,2000,1938,Persons,mar,oecd sustainable economies
Portugal,2001,2139,Persons,mar,oecd sustainable economies
Portugal,2002,2196,Persons,mar,oecd sustainable economies
Portugal,2003,2134,Persons,mar,oecd sustainable economies
Portugal,2004,1775,Persons,mar,oecd sustainable economies
Portugal,2005,1780,Persons,mar,oecd sustainable economies
Portugal,2006,2114,Persons,mar,oecd sustainable economies
Portugal,2007,1976,Persons,mar,oecd sustainable economies
Portugal,2008,2032,Persons,mar,oecd sustainable economies
Portugal,2009,1858,Persons,mar,oecd sustainable economies
Portugal,2010,2203,Persons,mar,oecd sustainable economies
Portugal,2011,2465,Persons,mar,oecd sustainable economies
Portugal,2012,2823,Persons,mar,oecd sustainable economies
Portugal,2013,2732,Persons,mar,oecd sustainable economies
Portugal,2014,3079,Persons,mar,oecd sustainable economies
Portugal,2015,2604,Persons,mar,oecd sustainable economies
Portugal,2016,2667,Persons,mar,oecd sustainable economies
Portugal,2017,1546,Persons,mar,oecd sustainable economies
Portugal,2018,1611,Persons,mar,oecd sustainable economies
Portugal,2019,1892,Persons,mar,oecd sustainable economies
Portugal,2020,1902,Persons,mar,oecd sustainable economies
Slovakia,2000,0,Persons,mar,oecd sustainable economies
Slovakia,2001,0,Persons,mar,oecd sustainable economies
Slovakia,2002,0,Persons,mar,oecd sustainable economies
Slovakia,2003,0,Persons,mar,oecd sustainable economies
Slovakia,2004,0,Persons,mar,oecd sustainable economies
Slovakia,2005,0,Persons,mar,oecd sustainable economies
Slovakia,2006,0,Persons,mar,oecd sustainable economies
Slovakia,2007,0,Persons,mar,oecd sustainable economies
Slovakia,2008,0,Persons,mar,oecd sustainable economies
Slovakia,2009,0,Persons,mar,oecd sustainable economies
Slovakia,2010,0,Persons,mar,oecd sustainable economies
Slovakia,2011,0,Persons,mar,oecd sustainable economies
Slovakia,2012,0,Persons,mar,oecd sustainable economies
Slovakia,2013,0,Persons,mar,oecd sustainable economies
Slovakia,2014,0,Persons,mar,oecd sustainable economies
Slovakia,2015,0,Persons,mar,oecd sustainable economies
Slovakia,2016,0,Persons,mar,oecd sustainable economies
Slovakia,2017,0,Persons,mar,oecd sustainable economies
Slovakia,2018,0,Persons,mar,oecd sustainable economies
Slovakia,2019,0,Persons,mar,oecd sustainable economies
Slovakia,2020,0,Persons,mar,oecd sustainable economies
Spain,2000,6969,Persons,mar,oecd sustainable economies
Spain,2001,6929,Persons,mar,oecd sustainable economies
Spain,2002,5112,Persons,mar,oecd sustainable economies
Spain,2003,5677,Persons,mar,oecd sustainable economies
Spain,2004,6111,Persons,mar,oecd sustainable economies
Spain,2005,5365,Persons,mar,oecd sustainable economies
Spain,2006,5757,Persons,mar,oecd sustainable economies
Spain,2007,6534,Persons,mar,oecd sustainable economies
Spain,2008,5606,Persons,mar,oecd sustainable economies
Spain,2009,5396,Persons,mar,oecd sustainable economies
Spain,2010,5548,Persons,mar,oecd sustainable economies
Spain,2011,9056,Persons,mar,oecd sustainable economies
Spain,2012,7091,Persons,mar,oecd sustainable economies
Spain,2013,6763,Persons,mar,oecd sustainable economies
Spain,2014,6507,Persons,mar,oecd sustainable economies
Spain,2015,6212,Persons,mar,oecd sustainable economies
Spain,2016,5952,Persons,mar,oecd sustainable economies
Spain,2017,7281,Persons,mar,oecd sustainable economies
Spain,2018,7825,Persons,mar,oecd sustainable economies
Spain,2019,7452,Persons,mar,oecd sustainable economies
Spain,2020,7194,Persons,mar,oecd sustainable economies
Sweden,2000,168,Persons,mar,oecd sustainable economies
Sweden,2001,218,Persons,mar,oecd sustainable economies
Sweden,2002,217,Persons,mar,oecd sustainable economies
Sweden,2003,145,Persons,mar,oecd sustainable economies
Sweden,2004,145,Persons,mar,oecd sustainable economies
Sweden,2005,142,Persons,mar,oecd sustainable economies
Sweden,2006,119,Persons,mar,oecd sustainable economies
Sweden,2007,126,Persons,mar,oecd sustainable economies
Sweden,2008,109,Persons,mar,oecd sustainable economies
Sweden,2009,192,Persons,mar,oecd sustainable economies
Sweden,2010,96,Persons,mar,oecd sustainable economies
Sweden,2011,104,Persons,mar,oecd sustainable economies
Sweden,2012,85,Persons,mar,oecd sustainable economies
Sweden,2013,109,Persons,mar,oecd sustainable economies
Sweden,2014,97,Persons,mar,oecd sustainable economies
Sweden,2015,78,Persons,mar,oecd sustainable economies
Sweden,2016,93,Persons,mar,oecd sustainable economies
Sweden,2017,82,Persons,mar,oecd sustainable economies
Sweden,2018,110,Persons,mar,oecd sustainable economies
Sweden,2019,112,Persons,mar,oecd sustainable economies
Sweden,2020,88,Persons,mar,oecd sustainable economies
Türkiye,2000,2480,Persons,mar,oecd sustainable economies
Türkiye,2001,2978,Persons,mar,oecd sustainable economies
Türkiye,2002,3016,Persons,mar,oecd sustainable economies
Türkiye,2003,3304,Persons,mar,oecd sustainable economies
Türkiye,2004,3210,Persons,mar,oecd sustainable economies
Türkiye,2005,4004,Persons,mar,oecd sustainable economies
Türkiye,2006,3977,Persons,mar,oecd sustainable economies
Türkiye,2007,4275,Persons,mar,oecd sustainable economies
Türkiye,2008,5268,Persons,mar,oecd sustainable economies
Türkiye,2009,4186,Persons,mar,oecd sustainable economies
Türkiye,2010,4502,Persons,mar,oecd sustainable economies
Türkiye,2011,4742,Persons,mar,oecd sustainable economies
Türkiye,2012,5575,Persons,mar,oecd sustainable economies
Türkiye,2013,6518,Persons,mar,oecd sustainable economies
Türkiye,2014,6980,Persons,mar,oecd sustainable economies
Türkiye,2015,7186,Persons,mar,oecd sustainable economies
Türkiye,2016,7569,Persons,mar,oecd sustainable economies
Türkiye,2017,8201,Persons,mar,oecd sustainable economies
Türkiye,2018,8278,Persons,mar,oecd sustainable economies
Türkiye,2019,8229,Persons,mar,oecd sustainable economies
Türkiye,2020,8539,Persons,mar,oecd sustainable economies
United Kingdom,2000,3239,Persons,mar,oecd sustainable economies
United Kingdom,2001,3036,Persons,mar,oecd sustainable economies
United Kingdom,2002,3092,Persons,mar,oecd sustainable economies
United Kingdom,2003,3164,Persons,mar,oecd sustainable economies
United Kingdom,2004,3114,Persons,mar,oecd sustainable economies
United Kingdom,2005,2952,Persons,mar,oecd sustainable economies
United Kingdom,2006,2942,Persons,mar,oecd sustainable economies
United Kingdom,2007,2929,Persons,mar,oecd sustainable economies
United Kingdom,2008,2693,Persons,mar,oecd sustainable economies
United Kingdom,2009,2798,Persons,mar,oecd sustainable economies
United Kingdom,2010,3267,Persons,mar,oecd sustainable economies
United Kingdom,2011,2919,Persons,mar,oecd sustainable economies
United Kingdom,2012,2899,Persons,mar,oecd sustainable economies
United Kingdom,2013,2994,Persons,mar,oecd sustainable economies
United Kingdom,2014,3170,Persons,mar,oecd sustainable economies
United Kingdom,2015,3096,Persons,mar,oecd sustainable economies
United Kingdom,2016,3135,Persons,mar,oecd sustainable economies
United Kingdom,2017,3131,Persons,mar,oecd sustainable economies
