kingdom,phylum,class,order,family,spp_gp,species,subpops
Animalia,Chordata,Aves,Anseriformes,Anatidae,bli_marine_v2025,71,0
Animalia,Chordata,Aves,Caprimulgiformes,Apodidae,bli_marine_v2025,4,0
Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,bli_marine_v2025,5,0
Animalia,Chordata,Aves,Cathartiformes,Cathartidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Charadriiformes,Alcidae,bli_marine_v2025,25,0
Animalia,Chordata,Aves,Charadriiformes,Burhinidae,bli_marine_v2025,4,0
Animalia,Chordata,Aves,Charadriiformes,Charadriidae,bli_marine_v2025,39,0
Animalia,Chordata,Aves,Charadriiformes,Chionidae,bli_marine_v2025,2,0
Animalia,Chordata,Aves,Charadriiformes,Dromadidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Charadriiformes,Glareolidae,bli_marine_v2025,5,0
Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,bli_marine_v2025,10,0
Animalia,Chordata,Aves,Charadriiformes,Jacanidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Charadriiformes,Laridae,bli_marine_v2025,96,0
Animalia,Chordata,Aves,Charadriiformes,Pluvianidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,bli_marine_v2025,6,0
Animalia,Chordata,Aves,Charadriiformes,Rostratulidae,bli_marine_v2025,2,0
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,bli_marine_v2025,56,0
Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,bli_marine_v2025,7,0
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,bli_marine_v2025,6,0
Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,bli_marine_v2025,28,0
Animalia,Chordata,Aves,Coraciiformes,Meropidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Coraciiformes,Momotidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Cuculiformes,Cuculidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Falconiformes,Falconidae,bli_marine_v2025,7,0
Animalia,Chordata,Aves,Galliformes,Megapodiidae,bli_marine_v2025,5,0
Animalia,Chordata,Aves,Gaviiformes,Gaviidae,bli_marine_v2025,5,0
Animalia,Chordata,Aves,Gruiformes,Gruidae,bli_marine_v2025,3,0
Animalia,Chordata,Aves,Gruiformes,Rallidae,bli_marine_v2025,15,0
Animalia,Chordata,Aves,Passeriformes,Acanthizidae,bli_marine_v2025,2,0
Animalia,Chordata,Aves,Passeriformes,Alaudidae,bli_marine_v2025,5,0
Animalia,Chordata,Aves,Passeriformes,Calcariidae,bli_marine_v2025,3,0
Animalia,Chordata,Aves,Passeriformes,Cisticolidae,bli_marine_v2025,3,0
Animalia,Chordata,Aves,Passeriformes,Corvidae,bli_marine_v2025,9,0
Animalia,Chordata,Aves,Passeriformes,Emberizidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Passeriformes,Estrildidae,bli_marine_v2025,3,0
Animalia,Chordata,Aves,Passeriformes,Fringillidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Passeriformes,Furnariidae,bli_marine_v2025,5,0
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,bli_marine_v2025,7,0
Animalia,Chordata,Aves,Passeriformes,Icteridae,bli_marine_v2025,5,0
Animalia,Chordata,Aves,Passeriformes,Leiotrichidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Passeriformes,Locustellidae,bli_marine_v2025,2,0
Animalia,Chordata,Aves,Passeriformes,Meliphagidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Passeriformes,Motacillidae,bli_marine_v2025,9,0
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,bli_marine_v2025,5,0
Animalia,Chordata,Aves,Passeriformes,Nectariniidae,bli_marine_v2025,3,0
Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Passeriformes,Parulidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Passeriformes,Passerellidae,bli_marine_v2025,3,0
Animalia,Chordata,Aves,Passeriformes,Passeridae,bli_marine_v2025,2,0
Animalia,Chordata,Aves,Passeriformes,Ploceidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,bli_marine_v2025,2,0
Animalia,Chordata,Aves,Passeriformes,Sturnidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Passeriformes,Sylviidae,bli_marine_v2025,2,0
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,bli_marine_v2025,2,0
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,bli_marine_v2025,33,0
Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,bli_marine_v2025,7,0
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,bli_marine_v2025,6,0
Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,bli_marine_v2025,3,0
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,bli_marine_v2025,3,0
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,bli_marine_v2025,9,0
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,bli_marine_v2025,22,0
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,bli_marine_v2025,18,0
Animalia,Chordata,Aves,Procellariiformes,Oceanitidae,bli_marine_v2025,7,0
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,bli_marine_v2025,97,0
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,bli_marine_v2025,1,0
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,bli_marine_v2025,18,0
Animalia,Chordata,Aves,Strigiformes,Strigidae,bli_marine_v2025,2,0
Animalia,Chordata,Aves,Suliformes,Anhingidae,bli_marine_v2025,2,0
Animalia,Chordata,Aves,Suliformes,Fregatidae,bli_marine_v2025,5,0
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,bli_marine_v2025,33,0
Animalia,Chordata,Aves,Suliformes,Sulidae,bli_marine_v2025,10,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,sharks_rays_chimaeras,56,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Dichichthyidae,sharks_rays_chimaeras,2,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Hemigaleidae,sharks_rays_chimaeras,8,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Leptochariidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Pentanchidae,sharks_rays_chimaeras,86,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Proscylliidae,sharks_rays_chimaeras,6,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Pseudotriakidae,sharks_rays_chimaeras,3,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,sharks_rays_chimaeras,37,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,sharks_rays_chimaeras,8,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,sharks_rays_chimaeras,42,0
Animalia,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,sharks_rays_chimaeras,3,0
Animalia,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,sharks_rays_chimaeras,34,1
Animalia,Chordata,Chondrichthyes,Chimaeriformes,Rhinochimaeridae,sharks_rays_chimaeras,8,0
Animalia,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,sharks_rays_chimaeras,7,0
Animalia,Chordata,Chondrichthyes,Hexanchiformes,Chlamydoselachidae,sharks_rays_chimaeras,2,0
Animalia,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,sharks_rays_chimaeras,3,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Cetorhinidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Megachasmidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Mitsukurinidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Odontaspididae,sharks_rays_chimaeras,3,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Pseudocarchariidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Aetobatidae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,sharks_rays_chimaeras,77,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Gymnuridae,sharks_rays_chimaeras,12,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Hexatrygonidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Mobulidae,sharks_rays_chimaeras,9,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,sharks_rays_chimaeras,17,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Plesiobatidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Potamotrygonidae,sharks_rays_chimaeras,2,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Rhinopteridae,sharks_rays_chimaeras,6,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urolophidae,sharks_rays_chimaeras,25,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urotrygonidae,sharks_rays_chimaeras,16,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Zanobatidae,sharks_rays_chimaeras,2,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Brachaeluridae,sharks_rays_chimaeras,2,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Ginglymostomatidae,sharks_rays_chimaeras,4,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Hemiscylliidae,sharks_rays_chimaeras,16,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Orectolobidae,sharks_rays_chimaeras,11,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Parascylliidae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Stegostomidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Pristiophoriformes,Pristiophoridae,sharks_rays_chimaeras,8,0
Animalia,Chordata,Chondrichthyes,Rajiformes,Anacanthobatidae,sharks_rays_chimaeras,10,0
Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,sharks_rays_chimaeras,85,3
Animalia,Chordata,Chondrichthyes,Rajiformes,Gurgesiellidae,sharks_rays_chimaeras,15,0
Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,sharks_rays_chimaeras,137,0
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Glaucostegidae,sharks_rays_chimaeras,6,0
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Pristidae,sharks_rays_chimaeras,4,0
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Rhinidae,sharks_rays_chimaeras,11,0
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Rhinobatidae,sharks_rays_chimaeras,30,0
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Trygonorrhinidae,sharks_rays_chimaeras,7,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Centrophoridae,sharks_rays_chimaeras,14,2
Animalia,Chordata,Chondrichthyes,Squaliformes,Dalatiidae,sharks_rays_chimaeras,10,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Echinorhinidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,sharks_rays_chimaeras,47,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Oxynotidae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Somniosidae,sharks_rays_chimaeras,12,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Squalidae,sharks_rays_chimaeras,29,0
Animalia,Chordata,Chondrichthyes,Squatiniformes,Squatinidae,sharks_rays_chimaeras,21,0
Animalia,Chordata,Chondrichthyes,Torpediniformes,Hypnidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Torpediniformes,Narcinidae,sharks_rays_chimaeras,26,0
Animalia,Chordata,Chondrichthyes,Torpediniformes,Narkidae,sharks_rays_chimaeras,7,0
Animalia,Chordata,Chondrichthyes,Torpediniformes,Platyrhinidae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Torpediniformes,Torpedinidae,sharks_rays_chimaeras,15,0
Animalia,Chordata,Mammalia,Artiodactyla,Balaenidae,mammals_marine_only,4,0
Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,mammals_marine_only,8,0
Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,mammals_marine_only,30,0
Animalia,Chordata,Mammalia,Artiodactyla,Eschrichtiidae,mammals_marine_only,1,0
Animalia,Chordata,Mammalia,Artiodactyla,Kogiidae,mammals_marine_only,2,0
Animalia,Chordata,Mammalia,Artiodactyla,Monodontidae,mammals_marine_only,2,0
Animalia,Chordata,Mammalia,Artiodactyla,Neobalaenidae,mammals_marine_only,1,0
Animalia,Chordata,Mammalia,Artiodactyla,Phocoenidae,mammals_marine_only,6,0
Animalia,Chordata,Mammalia,Artiodactyla,Physeteridae,mammals_marine_only,1,0
Animalia,Chordata,Mammalia,Artiodactyla,Pontoporiidae,mammals_marine_only,1,0
Animalia,Chordata,Mammalia,Artiodactyla,Ziphiidae,mammals_marine_only,15,0
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,mammals_marine_and_terrestrial,1,0
Animalia,Chordata,Mammalia,Carnivora,Odobenidae,mammals_marine_and_terrestrial,1,0
Animalia,Chordata,Mammalia,Carnivora,Otariidae,mammals_marine_and_terrestrial,15,0
Animalia,Chordata,Mammalia,Carnivora,Phocidae,mammals_marine_and_terrestrial,12,0
Animalia,Chordata,Mammalia,Carnivora,Phocidae,mammals_marine_only,2,0
Animalia,Chordata,Mammalia,Carnivora,Ursidae,mammals_marine_and_terrestrial,1,0
Animalia,Chordata,Mammalia,Sirenia,Dugongidae,mammals_marine_only,1,0
Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,hagfish,47,0
Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,crocodiles_alligators,3,0
Animalia,Chordata,Reptilia,Squamata,Acrochordidae,reptiles,2,0
Animalia,Chordata,Reptilia,Squamata,Elapidae,reptiles,40,0
Animalia,Chordata,Reptilia,Squamata,Homalopsidae,reptiles,8,0
Animalia,Chordata,Reptilia,Testudines,Cheloniidae,turtles,5,0
Animalia,Cnidaria,Anthozoa,Alcyonacea,Tubiporidae,reef_forming_corals,1,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,reef_forming_corals,232,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,reef_forming_corals,42,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Astrangiidae,reef_forming_corals,1,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,reef_forming_corals,5,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,reef_forming_corals,3,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Cladocoridae,reef_forming_corals,2,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Coscinaraeidae,reef_forming_corals,8,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,reef_forming_corals,14,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Diploastraeidae,reef_forming_corals,1,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,reef_forming_corals,18,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,reef_forming_corals,23,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,reef_forming_corals,48,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Leptastreidae,reef_forming_corals,6,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,reef_forming_corals,51,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,reef_forming_corals,7,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,reef_forming_corals,132,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Montastraeidae,reef_forming_corals,1,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Not Assigned,reef_forming_corals,8,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,reef_forming_corals,4,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Oulastreidae,reef_forming_corals,1,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Plerogyridae,reef_forming_corals,10,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Plesiastreidae,reef_forming_corals,2,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,reef_forming_corals,38,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,reef_forming_corals,88,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Psammocoridae,reef_forming_corals,9,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,reef_forming_corals,5,0
Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Helioporidae,reef_forming_corals,1,0
Animalia,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,reef_forming_corals,13,0
Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,cone_snails,454,0
Plantae,Tracheophyta,Liliopsida,Alismatales,Cymodoceaceae,seagrasses,13,0
Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,seagrasses,18,0
Plantae,Tracheophyta,Liliopsida,Alismatales,Posidoniaceae,seagrasses,8,0
Plantae,Tracheophyta,Liliopsida,Alismatales,Ruppiaceae,seagrasses,3,0
Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,seagrasses,19,0
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,mangroves,2,0
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,mangroves,2,0
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,mangroves,2,0
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,mangroves,2,0
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,mangroves,1,0
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,mangroves,10,0
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,mangroves,2,0
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,mangroves,1,0
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,mangroves,18,0
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,mangroves,5,0
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,mangroves,4,0
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,mangroves,7,0
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,mangroves,1,0
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,mangroves,2,0
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,mangroves,3,0
