REF_AREA,INDICATOR,SERVICE_TYPE,WEALTH_QUINTILE,RESIDENCE,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,DATA_SOURCE
AGO,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2019,51.39362268246026,WHO/UNICEF Joint Monitoring Programme (2023)
AGO,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2020,51.66032942066416,WHO/UNICEF Joint Monitoring Programme (2023)
AGO,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2021,51.92168436318043,WHO/UNICEF Joint Monitoring Programme (2023)
AGO,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2022,52.17727576169328,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2000,90.73646769230761,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2001,91.1953672240802,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2002,91.65426675585279,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2003,92.11316628762538,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2004,92.57206581939796,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2005,93.03096535117055,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2006,93.48986488294314,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2007,93.94876441471561,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2008,94.40766394648819,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2009,94.86656347826077,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2010,95.32546301003336,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2011,95.78436254180595,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2012,96.24326207357853,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2013,96.70216160535112,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2014,96.70216160535112,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2015,96.70216160535112,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2016,96.70216160535112,WHO/UNICEF Joint Monitoring Programme (2023)
AIA,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2017,96.70216160535112,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2009,97.33826238080458,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2010,97.35362110698958,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2011,97.36778304293912,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2012,97.37247151985171,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2013,97.37713371538896,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2014,97.38176358953366,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2015,97.38639924404515,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2016,97.39047807933451,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2017,97.39399995673141,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2018,97.39701847183272,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2019,97.39948010168017,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2020,97.40141592277298,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2021,97.40281761831764,WHO/UNICEF Joint Monitoring Programme (2023)
ATG,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2022,97.40371851103296,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2000,45.21474293434121,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2001,45.4235595145127,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2002,45.63436784065097,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2003,45.84729243864127,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2004,45.86863674740884,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2005,45.8870569615053,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2006,45.90238911445218,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2007,45.91453002842,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2008,45.92326370884837,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2009,45.92854445342391,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2010,45.93007139190303,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2011,45.92771137060508,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2012,45.92132485625257,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2013,45.91061599735437,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2014,45.89550745279128,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2015,45.87571320111882,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2016,45.8510198644704,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2017,45.82120398325921,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2018,45.78603708509323,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2019,45.74527638877011,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2020,45.72750995071955,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2021,45.70933138820057,WHO/UNICEF Joint Monitoring Programme (2023)
BDI,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2022,45.69068464117658,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2000,94.04857306985294,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2001,94.12365234375001,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2002,94.19873161764707,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2003,94.27381089154412,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2004,94.34889016544118,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2005,94.42396943933825,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2006,94.49904871323528,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2007,94.57412798713236,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2008,94.64920726102942,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2009,94.72428653492646,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2010,94.79936580882352,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2011,94.8744450827206,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2012,94.94952435661766,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2013,95.0246036305147,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2014,95.09968290441176,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2015,95.17476217830884,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2016,95.24984145220587,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2017,95.32492072610295,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2018,95.40000000000001,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2019,95.40000000000001,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2020,95.40000000000001,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2021,95.40000000000001,WHO/UNICEF Joint Monitoring Programme (2023)
BES,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2022,95.40000000000001,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2000,87.60182733852564,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2001,88.11921007174078,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2002,88.63798440397538,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2003,89.15815033522924,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2004,89.67970786550255,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2005,90.20265699479518,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2006,90.72699772310709,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2007,91.25273005043849,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2008,91.77985397678913,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2009,92.30836950215924,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2010,92.83827662654858,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2011,93.3695753499573,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2012,93.90226567238552,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2013,94.24503789184342,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2014,94.58781011130144,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2015,94.93058233075932,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2016,94.93058233075932,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2017,94.93058233075932,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2018,94.93058233075932,WHO/UNICEF Joint Monitoring Programme (2023)
BHS,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2019,94.93058233075932,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2000,99.14297421438437,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2001,99.14297421438437,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2002,99.14297421438437,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2003,99.14297421438437,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2004,99.14297421438437,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2005,99.20770877519416,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2006,99.27244333600396,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2007,99.33717789681373,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2008,99.40191245762352,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2009,99.46664701843329,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2010,99.53138157924309,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2011,99.59611614005286,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2012,99.66085070086265,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2013,99.72558526167242,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2014,99.79031982248222,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2015,99.85505438329199,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2016,99.91978894410178,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2017,99.98452350491155,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2018,100,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2019,100,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2020,100,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2021,100,WHO/UNICEF Joint Monitoring Programme (2023)
BLM,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2022,100,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2000,82.43798578626179,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2001,82.76326379920978,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2002,83.08856923198704,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2003,83.4138995033118,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2004,83.73926266114543,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2005,84.05505253540439,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2006,84.37042731126641,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2007,84.68538085970793,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2008,84.99991380705782,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2009,85.31401934376774,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2010,85.62770832909337,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2011,85.9422379234594,WHO/UNICEF Joint Monitoring Programme (2023)
BLZ,WS_PPL_S-ALB,SAN,_T,_T,PCNT,2012,86.25785411427557,WHO/UNICEF Joint Monitoring Programme (2023)
