ID,EEZ,Is retired
555,Kermadec Isl. (New Zealand),FALSE
566,Nigeria,FALSE
570,Niue (New Zealand),FALSE
574,Norfolk Isl. (Australia),FALSE
578,Norway,FALSE
579,Jan Mayen Isl. (Norway),FALSE
580,Northern Marianas (USA),FALSE
583,Micronesia (Federated States of),FALSE
584,Marshall Isl.,FALSE
585,Palau,FALSE
586,Pakistan,FALSE
598,Papua New Guinea,FALSE
604,Peru,FALSE
608,Philippines,FALSE
612,Pitcairn (UK),FALSE
616,Poland,FALSE
620,Portugal (mainland),FALSE
621,Madeira Isl. (Portugal),FALSE
622,Azores Isl. (Portugal),FALSE
624,Guinea-Bissau,FALSE
626,Timor Leste,FALSE
630,Puerto Rico (USA),FALSE
634,Qatar,FALSE
638,Réunion (France),FALSE
642,Romania,FALSE
645,Russia (Barents Sea),FALSE
647,Russia (Black Sea),FALSE
648,Russia (Baltic Sea),FALSE
649,Russia (Far East),FALSE
654,Saint Helena (UK),FALSE
659,Saint Kitts & Nevis,FALSE
660,Anguilla (UK),FALSE
662,Saint Lucia,FALSE
666,Saint Pierre & Miquelon (France),FALSE
670,Saint Vincent & the Grenadines,FALSE
678,Sao Tome & Principe,FALSE
683,Saudi Arabia (Red Sea),FALSE
684,Saudi Arabia (Persian Gulf),FALSE
686,Senegal,FALSE
690,Seychelles,FALSE
694,Sierra Leone,FALSE
702,Singapore,FALSE
704,Viet Nam,FALSE
705,Slovenia,FALSE
706,Somalia,FALSE
711,Prince Edward Isl. (South Africa),FALSE
723,Canary Isl. (Spain),FALSE
736,Sudan,FALSE
740,Suriname,FALSE
744,Svalbard Isl. (Norway),FALSE
760,Syria,FALSE
768,Togo,FALSE
772,Tokelau (New Zealand),FALSE
776,Tonga,FALSE
780,Trinidad & Tobago,FALSE
784,United Arab Emirates,FALSE
788,Tunisia,FALSE
793,Turkey (Mediterranean Sea),FALSE
794,Turkey (Black Sea),FALSE
796,Turks & Caicos Isl. (UK),FALSE
798,Tuvalu,FALSE
804,Ukraine,FALSE
826,United Kingdom (UK),FALSE
830,Channel Isl. (UK),FALSE
834,Tanzania,FALSE
842,Hawaii Main Islands (USA),FALSE
844,Palmyra Atoll & Kingman Reef (USA),FALSE
845,Jarvis Isl. (USA),FALSE
846,Howland & Baker Isl. (USA),FALSE
848,USA (West Coast),FALSE
850,US Virgin Isl.,FALSE
851,USA (East Coast),FALSE
852,USA (Gulf of Mexico),FALSE
855,Ascension Isl. (UK),FALSE
856,Tristan da Cunha Isl. (UK),FALSE
858,Uruguay,FALSE
862,Venezuela,FALSE
872,Wake Isl. (USA),FALSE
876,Wallis & Futuna Isl. (France),FALSE
882,Samoa,FALSE
891,Montenegro,FALSE
895,St Paul & Amsterdam Isl. (France),FALSE
896,Crozet Isl. (France),FALSE
897,Kerguelen Isl. (France),FALSE
898,Clipperton Isl. (France),FALSE
899,Corsica (France),FALSE
900,Crete (Greece),FALSE
901,Sicily (Italy),FALSE
902,Sardinia (Italy),FALSE
903,Balearic Islands (Spain),FALSE
904,St Barthelemy (France),FALSE
905,St Martin (France),FALSE
906,Curaçao (Netherlands),FALSE
907,Bonaire (Netherlands),FALSE
908,Saba and Sint Eustatius (Netherlands),FALSE
909,Sint Maarten (Netherlands),FALSE
910,South Orkney Islands (UK),FALSE
911,Oman (Musandam),FALSE
912,Russia (Kara Sea),FALSE
913,Russia (Laptev to Chukchi Sea),FALSE
914,Sweden (Baltic),FALSE
915,Sweden (West Coast),FALSE
916,Yemen (Red Sea),FALSE
917,Yemen (Arabian Sea),FALSE
918,France (Mediterranean),FALSE
919,France (Atlantic Coast),FALSE
920,Honduras (Pacific),FALSE
921,Honduras (Caribbean),FALSE
922,Iran (Persian Gulf),FALSE
923,Iran (Sea of Oman),FALSE
924,Canada (Arctic),FALSE
925,Canada (Pacific),FALSE
926,Canada (East Coast),FALSE
927,Colombia (Caribbean),FALSE
928,Colombia (Pacific),FALSE
929,Costa Rica (Caribbean),FALSE
930,Costa Rica (Pacific),FALSE
931,Denmark (Baltic Sea),FALSE
932,Denmark (North Sea),FALSE
933,Egypt (Mediterranean),FALSE
934,Egypt (Red Sea),FALSE
935,Guatemala (Caribbean),FALSE
936,Guatemala (Pacific),FALSE
937,Indonesia (Central),FALSE
938,Indonesia (Indian Ocean),FALSE
939,Israel (Mediterranean),FALSE
940,Israel (Red Sea),FALSE
941,Kiribati (Gilbert Islands),FALSE
942,Kiribati (Line Islands),FALSE
943,Kiribati (Phoenix Islands),FALSE
944,Mexico (Atlantic),FALSE
945,Mexico (Pacific),FALSE
946,Morocco (Central),FALSE
947,Morocco (Mediterranean),FALSE
948,Morocco (South),FALSE
949,Nicaragua (Caribbean),FALSE
950,Nicaragua (Pacific),FALSE
951,Panama (Caribbean),FALSE
952,Panama (Pacific),FALSE
953,South Africa (Atlantic and Cape),FALSE
954,South Africa (Indian Ocean Coast),FALSE
956,Thailand (Andaman Sea),FALSE
957,Thailand (Gulf of Thailand),FALSE
958,"USA (Alaska, Arctic)",FALSE
959,"USA (Alaska, Subarctic)",FALSE
962,"Spain (mainland, Med and Gulf of Cadiz)",FALSE
963,Spain (Northwest),FALSE
966,Turkey (Marmara Sea),FALSE
967,Aruba (Netherlands),FALSE
968,United Arab Emirates (Fujairah),FALSE
969,Fernando de Noronha (Brazil),FALSE
970,St Paul and St. Peter Archipelago (Brazil),FALSE
971,Japan (Ogasawara Islands),FALSE
972,Glorieuse Islands (France),FALSE
973,"Korea (North, Yellow Sea)",FALSE
974,"Korea (North, Sea of Japan)",FALSE
