kingdom,phylum,class,order,family,spp_gp,species,subpops
Animalia,Chordata,Aves,Passeriformes,Nectariniidae,bli_marine_v2020,1,0
Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,bli_marine_v2020,1,0
Animalia,Chordata,Aves,Passeriformes,Parulidae,bli_marine_v2020,1,0
Animalia,Chordata,Aves,Passeriformes,Passerellidae,bli_marine_v2020,3,0
Animalia,Chordata,Aves,Passeriformes,Passeridae,bli_marine_v2020,2,0
Animalia,Chordata,Aves,Passeriformes,Ploceidae,bli_marine_v2020,1,0
Animalia,Chordata,Aves,Passeriformes,Sturnidae,bli_marine_v2020,1,0
Animalia,Chordata,Aves,Passeriformes,Sylviidae,bli_marine_v2020,3,0
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,bli_marine_v2020,1,0
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,bli_marine_v2020,1,0
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,bli_marine_v2020,33,0
Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,bli_marine_v2020,7,0
Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,bli_marine_v2020,7,0
Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,bli_marine_v2020,3,0
Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,bli_marine_v2020,3,0
Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,bli_marine_v2020,9,0
Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,bli_marine_v2020,22,0
Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,bli_marine_v2020,18,0
Animalia,Chordata,Aves,Procellariiformes,Oceanitidae,bli_marine_v2020,7,0
Animalia,Chordata,Aves,Procellariiformes,Procellariidae,bli_marine_v2020,97,0
Animalia,Chordata,Aves,Psittaciformes,Psittacidae,bli_marine_v2020,1,0
Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,bli_marine_v2020,18,0
Animalia,Chordata,Aves,Strigiformes,Strigidae,bli_marine_v2020,2,0
Animalia,Chordata,Aves,Suliformes,Anhingidae,bli_marine_v2020,3,0
Animalia,Chordata,Aves,Suliformes,Fregatidae,bli_marine_v2020,5,0
Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,bli_marine_v2020,33,0
Animalia,Chordata,Aves,Suliformes,Sulidae,bli_marine_v2020,10,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,sharks_rays_chimaeras,55,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Hemigaleidae,sharks_rays_chimaeras,7,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Leptochariidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Pentanchidae,sharks_rays_chimaeras,80,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Proscylliidae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Pseudotriakidae,sharks_rays_chimaeras,3,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,sharks_rays_chimaeras,33,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,sharks_rays_chimaeras,8,0
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,sharks_rays_chimaeras,37,0
Animalia,Chordata,Chondrichthyes,Chimaeriformes,Callorhinchidae,sharks_rays_chimaeras,3,0
Animalia,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,sharks_rays_chimaeras,33,0
Animalia,Chordata,Chondrichthyes,Chimaeriformes,Rhinochimaeridae,sharks_rays_chimaeras,7,0
Animalia,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,sharks_rays_chimaeras,6,0
Animalia,Chordata,Chondrichthyes,Hexanchiformes,Chlamydoselachidae,sharks_rays_chimaeras,2,0
Animalia,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,sharks_rays_chimaeras,3,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Cetorhinidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Megachasmidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Mitsukurinidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Odontaspididae,sharks_rays_chimaeras,3,0
Animalia,Chordata,Chondrichthyes,Lamniformes,Pseudocarchariidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Aetobatidae,sharks_rays_chimaeras,3,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,sharks_rays_chimaeras,56,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Gymnuridae,sharks_rays_chimaeras,7,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Hexatrygonidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Mobulidae,sharks_rays_chimaeras,9,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,sharks_rays_chimaeras,14,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Plesiobatidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Potamotrygonidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Rhinopteridae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urolophidae,sharks_rays_chimaeras,26,0
Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urotrygonidae,sharks_rays_chimaeras,16,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Brachaeluridae,sharks_rays_chimaeras,2,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Ginglymostomatidae,sharks_rays_chimaeras,2,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Hemiscylliidae,sharks_rays_chimaeras,16,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Orectolobidae,sharks_rays_chimaeras,10,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Parascylliidae,sharks_rays_chimaeras,4,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Stegostomidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Pristiophoriformes,Pristiophoridae,sharks_rays_chimaeras,7,0
Animalia,Chordata,Chondrichthyes,Rajiformes,Anacanthobatidae,sharks_rays_chimaeras,10,0
Animalia,Chordata,Chondrichthyes,Rajiformes,Arhynchobatidae,sharks_rays_chimaeras,81,0
Animalia,Chordata,Chondrichthyes,Rajiformes,Gurgesiellidae,sharks_rays_chimaeras,15,0
Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,sharks_rays_chimaeras,121,0
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Glaucostegidae,sharks_rays_chimaeras,6,0
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Pristidae,sharks_rays_chimaeras,5,0
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Rhinidae,sharks_rays_chimaeras,10,0
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Rhinobatidae,sharks_rays_chimaeras,22,0
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Trygonorrhinidae,sharks_rays_chimaeras,7,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Centrophoridae,sharks_rays_chimaeras,12,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Dalatiidae,sharks_rays_chimaeras,10,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Echinorhinidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Etmopteridae,sharks_rays_chimaeras,42,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Oxynotidae,sharks_rays_chimaeras,3,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Somniosidae,sharks_rays_chimaeras,10,0
Animalia,Chordata,Chondrichthyes,Squaliformes,Squalidae,sharks_rays_chimaeras,26,0
Animalia,Chordata,Chondrichthyes,Squatiniformes,Squatinidae,sharks_rays_chimaeras,20,0
Animalia,Chordata,Chondrichthyes,Torpediniformes,Hypnidae,sharks_rays_chimaeras,1,0
Animalia,Chordata,Chondrichthyes,Torpediniformes,Narcinidae,sharks_rays_chimaeras,22,0
Animalia,Chordata,Chondrichthyes,Torpediniformes,Narkidae,sharks_rays_chimaeras,6,0
Animalia,Chordata,Chondrichthyes,Torpediniformes,Platyrhinidae,sharks_rays_chimaeras,2,0
Animalia,Chordata,Chondrichthyes,Torpediniformes,Torpedinidae,sharks_rays_chimaeras,9,0
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,mammals,9,0
Animalia,Chordata,Mammalia,Carnivora,Odobenidae,mammals,1,0
Animalia,Chordata,Mammalia,Carnivora,Otariidae,mammals,15,0
Animalia,Chordata,Mammalia,Carnivora,Phocidae,mammals,16,0
Animalia,Chordata,Mammalia,Carnivora,Ursidae,mammals,1,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,mammals,4,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,mammals,7,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,mammals,35,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Eschrichtiidae,mammals,1,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Kogiidae,mammals,2,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,mammals,2,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Neobalaenidae,mammals,1,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Phocoenidae,mammals,7,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Physeteridae,mammals,1,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Pontoporiidae,mammals,1,0
Animalia,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,mammals,15,0
Animalia,Chordata,Mammalia,Sirenia,Dugongidae,mammals,2,0
Animalia,Chordata,Mammalia,Sirenia,Trichechidae,mammals,2,0
Animalia,Chordata,Myxini,Myxiniformes,Myxinidae,marinefish,46,0
Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,reptiles,3,0
Animalia,Chordata,Reptilia,Squamata,Acrochordidae,reptiles,2,0
Animalia,Chordata,Reptilia,Squamata,Elapidae,reptiles,42,0
Animalia,Chordata,Reptilia,Squamata,Homalopsidae,reptiles,7,0
Animalia,Chordata,Reptilia,Testudines,Cheloniidae,reptiles,6,0
Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,reptiles,1,0
Animalia,Cnidaria,Anthozoa,Helioporacea,Helioporidae,reef_forming_corals,1,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,reef_forming_corals,190,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,reef_forming_corals,42,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Astrocoeniidae,reef_forming_corals,11,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,reef_forming_corals,3,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,reef_forming_corals,15,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Euphyllidae,reef_forming_corals,14,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,reef_forming_corals,126,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,reef_forming_corals,44,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,reef_forming_corals,7,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,reef_forming_corals,11,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,reef_forming_corals,45,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,reef_forming_corals,10,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,reef_forming_corals,24,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,reef_forming_corals,29,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,reef_forming_corals,91,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,reef_forming_corals,1,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,reef_forming_corals,26,0
Animalia,Cnidaria,Anthozoa,Scleractinia,Trachyphylliidae,reef_forming_corals,1,0
Animalia,Cnidaria,Hydrozoa,Milleporina,Milleporidae,reef_forming_corals,14,0
Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,seacucumbers,74,0
Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,seacucumbers,16,0
Animalia,Echinodermata,Holothuroidea,Aspidochirotida,Synallactidae,seacucumbers,37,0
Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,conus,545,0
Plantae,Tracheophyta,Liliopsida,Alismatales,Cymodoceaceae,seagrasses,13,0
Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,seagrasses,18,0
Plantae,Tracheophyta,Liliopsida,Alismatales,Posidoniaceae,seagrasses,8,0
Plantae,Tracheophyta,Liliopsida,Alismatales,Ruppiaceae,seagrasses,3,0
Plantae,Tracheophyta,Liliopsida,Alismatales,Zosteraceae,seagrasses,19,0
Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,mangroves,2,0
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,mangroves,2,0
Plantae,Tracheophyta,Magnoliopsida,Ericales,Tetrameristaceae,mangroves,1,0
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,mangroves,2,0
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,mangroves,1,0
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Avicenniaceae,mangroves,7,0
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,mangroves,1,0
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,mangroves,6,0
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,mangroves,4,0
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,mangroves,7,0
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,mangroves,1,0
Plantae,Tracheophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae,mangroves,2,0
Plantae,Tracheophyta,Magnoliopsida,Rhizophorales,Rhizophoraceae,mangroves,18,0
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,mangroves,2,0
Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Acanthaceae,mangroves,3,0
Plantae,Tracheophyta,Magnoliopsida,Scrophulariales,Bignoniaceae,mangroves,2,0
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,mangroves,3,0
