comname,sciname,ico_gl,ico_rgn_id,iucn_sid,subpop,cat_2016,year,cat,cat_txt,cat_score,eval_yr,cat_2016_score
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1983,CR,"""Very rare but believed to be stable or increasing""",0.8,1965,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1984,CR,"""Very rare but believed to be stable or increasing""",0.8,1965,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1985,CR,"""Very rare but believed to be stable or increasing""",0.8,1965,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1986,EN,Endangered,0.6,1986,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1987,EN,Endangered,0.6,1986,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1988,EN,Endangered,0.6,1988,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1989,EN,Endangered,0.6,1988,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1990,VU,Vulnerable,0.4,1990,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1991,VU,Vulnerable,0.4,1990,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1992,VU,Vulnerable,0.4,1990,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1993,VU,Vulnerable,0.4,1990,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1994,VU,Vulnerable,0.4,1994,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1995,VU,Vulnerable,0.4,1994,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1996,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1997,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1998,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,1999,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2000,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2001,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2002,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2003,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2004,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2005,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2006,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2007,CD,Lower Risk/conservation dependent,0.3,1996,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2008,LC,Least Concern,0,2008,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2009,LC,Least Concern,0,2008,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2010,LC,Least Concern,0,2008,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2011,LC,Least Concern,0,2008,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2012,LC,Least Concern,0,2012,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2013,LC,Least Concern,0,2012,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2014,LC,Least Concern,0,2012,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2015,LC,Least Concern,0,2012,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2016,LC,Least Concern,0,2012,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2017,LC,Least Concern,0,2012,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2018,LC,Least Concern,0,2018,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2467,NA,LC,2019,LC,Least Concern,0,2018,0
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1965,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1966,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1967,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1968,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1969,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1970,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1971,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1972,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1973,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1974,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1975,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1976,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1977,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1978,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1979,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1980,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1981,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1982,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1983,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1984,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1985,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1986,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1987,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1988,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1989,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1990,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1991,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1992,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1993,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1994,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1995,CD,Lower Risk/conservation dependent,0.3,NA,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1996,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1997,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1998,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,1999,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2000,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2001,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2002,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2003,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2004,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2005,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2006,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2007,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2008,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2009,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2010,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2011,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2012,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2013,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2014,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2015,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2016,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2017,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2018,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2019,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1965,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1966,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1967,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1968,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1969,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1970,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1971,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1972,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1973,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1974,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1975,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1976,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1977,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1978,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1979,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1980,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1981,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1982,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1983,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1984,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1985,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1986,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1987,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1988,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1989,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1990,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1991,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1992,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1993,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1994,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1995,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1996,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1997,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1998,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1999,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2000,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2001,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2002,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2003,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2004,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2005,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2006,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2007,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2008,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2009,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2010,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2011,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2012,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2013,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2014,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2015,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2016,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2017,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2018,EN,Endangered,0.6,2018,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2019,EN,Endangered,0.6,2018,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1965,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1966,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1967,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1968,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1969,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1970,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1971,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1972,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1973,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1974,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1975,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1976,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1977,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1978,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1979,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1980,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1981,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1982,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1983,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1984,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1985,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1986,EN,Endangered,0.6,NA,0.6
