comname,sciname,ico_gl,ico_rgn_id,iucn_sid,subpop,cat_2016,year,assess_year,cat,cat_txt,cat_score,eval_yr,cat_2016_score
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2001,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2002,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2003,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2004,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2005,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2006,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2007,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2008,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2009,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2010,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2011,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2012,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2013,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2014,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2015,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2016,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2017,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2018,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2019,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2020,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2021,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2468,Bering-Chukchi-Beaufort Sea subpopulation,LR/cd,2022,NA,CD,Lower Risk/conservation dependent,0.3,1996,NA
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1965,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1966,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1967,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1968,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1969,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1970,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1971,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1972,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1973,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1974,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1975,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1976,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1977,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1978,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1979,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1980,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1981,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1982,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1983,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1984,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1985,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1986,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1987,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1988,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1989,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1990,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1991,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1992,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1993,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1994,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1995,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1996,1996,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1996,2008,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1997,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1998,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,1999,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2000,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2001,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2002,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2003,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2004,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2005,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2006,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2007,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2008,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2009,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2010,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2011,NA,EN,Endangered,0.6,1996,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2012,2008,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2013,NA,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2014,NA,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2015,NA,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2016,NA,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2017,NA,EN,Endangered,0.6,2012,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2018,2018,EN,Endangered,0.6,2018,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2019,NA,EN,Endangered,0.6,2018,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2020,NA,EN,Endangered,0.6,2018,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2021,NA,EN,Endangered,0.6,2018,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2469,Okhotsk Sea subpopulation,EN,2022,NA,EN,Endangered,0.6,2018,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1965,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1966,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1967,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1968,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1969,NA,EN,Endangered,0.6,NA,0.6
Bowhead whale,Balaena mysticetus,TRUE,NA,2472,East Greenland-Svalbard-Barents Sea subpopulation,EN,1970,NA,EN,Endangered,0.6,NA,0.6
