rgn_id,year,arrivals_method,arrivals_gapfilled
15,2016,UNWTO,NA
15,2017,UNWTO,NA
15,2018,UNWTO,NA
15,2019,UNWTO,NA
15,2020,UNWTO,NA
15,2021,UNWTO,NA
16,2008,linear model,gapfilled
16,2009,linear model,gapfilled
16,2010,linear model,gapfilled
16,2011,linear model,gapfilled
16,2012,linear model,gapfilled
16,2013,linear model,gapfilled
16,2014,linear model,gapfilled
16,2015,linear model,gapfilled
16,2016,linear model,gapfilled
16,2017,linear model,gapfilled
16,2018,linear model,gapfilled
16,2019,linear model,gapfilled
16,2020,2020 and 2021 gapfill method,gapfilled
16,2021,2020 and 2021 gapfill method,gapfilled
17,2008,UNWTO,NA
17,2009,UNWTO,NA
17,2010,UNWTO,NA
17,2011,UNWTO,NA
17,2012,UNWTO,NA
17,2013,UNWTO,NA
17,2014,UNWTO,NA
17,2015,UNWTO,NA
17,2016,UNWTO,NA
17,2017,UNWTO,NA
17,2018,UNWTO,NA
17,2019,UNWTO,NA
17,2020,UNWTO,NA
17,2021,2020 and 2021 gapfill method,gapfilled
18,2008,UNWTO,NA
18,2009,UNWTO,NA
18,2010,UNWTO,NA
18,2011,UNWTO,NA
18,2012,UNWTO,NA
18,2013,UNWTO,NA
18,2014,UNWTO,NA
18,2015,UNWTO,NA
18,2016,UNWTO,NA
18,2017,UNWTO,NA
18,2018,UNWTO,NA
18,2019,UNWTO,NA
18,2020,UNWTO,NA
18,2021,UNWTO,NA
19,2008,UNWTO,NA
19,2009,UNWTO,NA
19,2010,UNWTO,NA
19,2011,UNWTO,NA
19,2012,UNWTO,NA
19,2013,UNWTO,NA
19,2014,UNWTO,NA
19,2015,UNWTO,NA
19,2016,UNWTO,NA
19,2017,UNWTO,NA
19,2018,UNWTO,NA
19,2019,UNWTO,NA
19,2020,UNWTO,NA
19,2021,UNWTO,NA
20,2008,nearby year,gapfilled
20,2009,nearby year,gapfilled
20,2010,nearby year,gapfilled
20,2011,nearby year,gapfilled
20,2012,nearby year,gapfilled
20,2013,UNWTO - subtraction,gapfilled
20,2014,UNWTO - subtraction,gapfilled
20,2015,UNWTO - subtraction,gapfilled
20,2016,UNWTO - subtraction,gapfilled
20,2017,UNWTO - subtraction,gapfilled
20,2018,UNWTO - subtraction,gapfilled
20,2019,UNWTO - subtraction,gapfilled
20,2020,UNWTO - subtraction,gapfilled
20,2021,2020 and 2021 gapfill method,gapfilled
24,2008,UNWTO,NA
24,2009,UNWTO,NA
24,2010,UNWTO,NA
24,2011,UNWTO,NA
24,2012,UNWTO,NA
24,2013,UNWTO,NA
24,2014,UNWTO,NA
24,2015,UNWTO,NA
24,2016,UNWTO,NA
24,2017,UNWTO,NA
24,2018,UNWTO,NA
24,2019,UNWTO,NA
24,2020,UNWTO,NA
24,2021,UNWTO,NA
25,2008,UNWTO,NA
25,2009,UNWTO,NA
25,2010,UNWTO,NA
25,2011,UNWTO,NA
25,2012,UNWTO,NA
25,2013,UNWTO,NA
25,2014,UNWTO,NA
25,2015,UNWTO,NA
25,2016,UNWTO,NA
25,2017,UNWTO,NA
25,2018,UNWTO,NA
25,2019,UNWTO,NA
25,2020,UNWTO,NA
25,2021,UNWTO,NA
26,2008,UNWTO,NA
26,2009,UNWTO,NA
26,2010,UNWTO,NA
26,2011,UNWTO,NA
26,2012,UNWTO,NA
26,2013,UNWTO,NA
26,2014,UNWTO,NA
26,2015,UNWTO,NA
26,2016,UNWTO,NA
26,2017,UNWTO,NA
26,2018,UNWTO,NA
26,2019,UNWTO,NA
26,2020,UNWTO,NA
26,2021,UNWTO,NA
28,2008,UNWTO,NA
28,2009,UNWTO,NA
28,2010,UNWTO,NA
28,2011,UNWTO,NA
28,2012,UNWTO,NA
28,2013,UNWTO,NA
28,2014,UNWTO,NA
28,2015,UNWTO,NA
28,2016,UNWTO,NA
28,2017,UNWTO,NA
28,2018,UNWTO,NA
28,2019,UNWTO,NA
28,2020,UNWTO,NA
28,2021,UNWTO,NA
31,2008,UNWTO,NA
31,2009,UNWTO,NA
31,2010,UNWTO,NA
31,2011,UNWTO,NA
31,2012,UNWTO,NA
31,2013,UNWTO,NA
31,2014,UNWTO,NA
31,2015,UNWTO,NA
31,2016,UNWTO,NA
31,2017,UNWTO,NA
31,2018,UNWTO,NA
31,2019,UNWTO,NA
31,2020,UNWTO,NA
31,2021,UNWTO,NA
32,2008,UNWTO,NA
32,2009,UNWTO,NA
32,2010,UNWTO,NA
32,2011,UNWTO,NA
32,2012,UNWTO,NA
32,2013,UNWTO,NA
32,2014,UNWTO,NA
32,2015,UNWTO,NA
32,2016,UNWTO,NA
32,2017,UNWTO,NA
32,2018,UNWTO,NA
32,2019,UNWTO,NA
32,2020,UNWTO,NA
32,2021,UNWTO,NA
37,2008,UNWTO,NA
37,2009,UNWTO,NA
37,2010,UNWTO,NA
37,2011,UNWTO,NA
37,2012,UNWTO,NA
37,2013,UNWTO,NA
37,2014,UNWTO,NA
37,2015,UNWTO,NA
37,2016,UNWTO,NA
37,2017,UNWTO,NA
37,2018,UNWTO,NA
37,2019,UNWTO,NA
37,2020,UNWTO,NA
37,2021,UNWTO,NA
39,2008,UNWTO,NA
39,2009,UNWTO,NA
39,2010,UNWTO,NA
39,2011,UNWTO,NA
39,2012,UNWTO,NA
39,2013,UNWTO,NA
39,2014,UNWTO,NA
39,2015,UNWTO,NA
39,2016,UNWTO,NA
39,2017,UNWTO,NA
39,2018,UNWTO,NA
39,2019,UNWTO,NA
39,2020,UNWTO,NA
39,2021,UNWTO,NA
40,2008,UNWTO,NA
40,2009,UNWTO,NA
40,2010,UNWTO,NA
40,2011,UNWTO,NA
40,2012,UNWTO,NA
40,2013,UNWTO,NA
40,2014,UNWTO,NA
40,2015,UNWTO,NA
40,2016,UNWTO,NA
40,2017,UNWTO,NA
40,2018,UNWTO,NA
40,2019,UNWTO,NA
40,2020,UNWTO,NA
40,2021,UNWTO,NA
41,2008,UNWTO,NA
41,2009,UNWTO,NA
41,2010,UNWTO,NA
41,2011,UNWTO,NA
41,2012,UNWTO,NA
41,2013,UNWTO,NA
41,2014,UNWTO,NA
41,2015,UNWTO,NA
41,2016,UNWTO,NA
41,2017,UNWTO,NA
41,2018,UNWTO,NA
41,2019,UNWTO,NA
41,2020,UNWTO,NA
41,2021,UNWTO,NA
42,2008,UNWTO,NA
42,2009,UNWTO,NA
42,2010,UNWTO,NA
42,2011,UNWTO,NA
42,2012,UNWTO,NA
42,2013,UNWTO,NA
42,2014,UNWTO,NA
42,2015,UNWTO,NA
42,2016,UNWTO,NA
42,2017,UNWTO,NA
42,2018,UNWTO,NA
42,2019,UNWTO,NA
42,2020,UNWTO,NA
42,2021,2020 and 2021 gapfill method,gapfilled
43,2008,UNWTO,NA
43,2009,UNWTO,NA
43,2010,UNWTO,NA
43,2011,UNWTO,NA
43,2012,UNWTO,NA
43,2013,UNWTO,NA
43,2014,UNWTO,NA
43,2015,UNWTO,NA
43,2016,UNWTO,NA
43,2017,UNWTO,NA
43,2018,linear model,gapfilled
43,2019,linear model,gapfilled
43,2020,2020 and 2021 gapfill method,gapfilled
43,2021,2020 and 2021 gapfill method,gapfilled
46,2008,UNWTO,NA
46,2009,UNWTO,NA
46,2010,UNWTO,NA
46,2011,UNWTO,NA
46,2012,UNWTO,NA
46,2013,UNWTO,NA
46,2014,linear model,gapfilled
46,2015,linear model,gapfilled
46,2016,linear model,gapfilled
46,2017,linear model,gapfilled
46,2018,linear model,gapfilled
46,2019,linear model,gapfilled
46,2020,2020 and 2021 gapfill method,gapfilled
46,2021,2020 and 2021 gapfill method,gapfilled
47,2008,UNWTO,NA
47,2009,UNWTO,NA
47,2010,UNWTO,NA
47,2011,UNWTO,NA
47,2012,UNWTO,NA
47,2013,UNWTO,NA
47,2014,UNWTO,NA
47,2015,UNWTO,NA
47,2016,linear model,gapfilled
47,2017,linear model,gapfilled
47,2018,linear model,gapfilled
47,2019,linear model,gapfilled
47,2020,2020 and 2021 gapfill method,gapfilled
47,2021,2020 and 2021 gapfill method,gapfilled
48,2008,UNWTO,NA
48,2009,UNWTO,NA
48,2010,UNWTO,NA
48,2011,UNWTO,NA
48,2012,UNWTO,NA
48,2013,UNWTO,NA
48,2014,UNWTO,NA
48,2015,UNWTO,NA
48,2016,UNWTO,NA
48,2017,UNWTO,NA
48,2018,UNWTO,NA
48,2019,UNWTO,NA
48,2020,UNWTO,NA
48,2021,2020 and 2021 gapfill method,gapfilled
49,2008,UNWTO,NA
49,2009,UNWTO,NA
49,2010,UNWTO,NA
49,2011,UNWTO,NA
49,2012,UNWTO,NA
49,2013,UNWTO,NA
49,2014,UNWTO,NA
49,2015,UNWTO,NA
49,2016,UNWTO,NA
49,2017,UNWTO,NA
49,2018,UNWTO,NA
49,2019,linear model,gapfilled
49,2020,2020 and 2021 gapfill method,gapfilled
49,2021,2020 and 2021 gapfill method,gapfilled
50,2008,UNWTO,NA
50,2009,UNWTO,NA
50,2010,UNWTO,NA
50,2011,UNWTO,NA
50,2012,UNWTO,NA
50,2013,UNWTO,NA
50,2014,UNWTO,NA
50,2015,UNWTO,NA
50,2016,UNWTO,NA
50,2017,UNWTO,NA
50,2018,UNWTO,NA
50,2019,UNWTO,NA
50,2020,UNWTO,NA
50,2021,2020 and 2021 gapfill method,gapfilled
51,2008,UNWTO,NA
51,2009,UNWTO,NA
51,2010,UNWTO,NA
51,2011,UNWTO,NA
51,2012,UNWTO,NA
51,2013,UNWTO,NA
51,2014,UNWTO,NA
51,2015,UNWTO,NA
51,2016,UNWTO,NA
51,2017,UNWTO,NA
51,2018,UNWTO,NA
51,2019,UNWTO,NA
51,2020,UNWTO,NA
51,2021,2020 and 2021 gapfill method,gapfilled
52,2008,nearby year,gapfilled
52,2009,nearby year,gapfilled
52,2010,nearby year,gapfilled
52,2011,nearby year,gapfilled
52,2012,nearby year,gapfilled
52,2013,nearby year,gapfilled
52,2014,nearby year,gapfilled
52,2015,UNWTO,NA
52,2016,UNWTO,NA
52,2017,UNWTO,NA
52,2018,UNWTO,NA
52,2019,UNWTO,NA
52,2020,UNWTO,NA
52,2021,UNWTO,NA
53,2008,UNWTO,NA
53,2009,UNWTO,NA
53,2010,UNWTO,NA
53,2011,UNWTO,NA
53,2012,UNWTO,NA
53,2013,linear model,gapfilled
53,2014,linear model,gapfilled
53,2015,linear model,gapfilled
53,2016,linear model,gapfilled
53,2017,linear model,gapfilled
53,2018,linear model,gapfilled
53,2019,linear model,gapfilled
53,2020,2020 and 2021 gapfill method,gapfilled
53,2021,2020 and 2021 gapfill method,gapfilled
54,2008,nearby year,gapfilled
54,2009,nearby year,gapfilled
54,2010,nearby year,gapfilled
54,2011,nearby year,gapfilled
54,2012,nearby year,gapfilled
54,2013,nearby year,gapfilled
54,2014,UNWTO,NA
54,2015,UNWTO,NA
54,2016,UNWTO,NA
54,2017,UNWTO,NA
54,2018,UNWTO,NA
54,2019,UNWTO,NA
54,2020,UNWTO,NA
54,2021,2020 and 2021 gapfill method,gapfilled
55,2008,UNWTO,NA
55,2009,UNWTO,NA
55,2010,UNWTO,NA
55,2011,UNWTO,NA
55,2012,UNWTO,NA
55,2013,UNWTO,NA
55,2014,UNWTO,NA
55,2015,UNWTO,NA
55,2016,UNWTO,NA
55,2017,UNWTO,NA
55,2018,UNWTO,NA
55,2019,UNWTO,NA
55,2020,UNWTO,NA
55,2021,UNWTO,NA
56,2008,UNWTO,NA
56,2009,UNWTO,NA
56,2010,UNWTO,NA
56,2011,UNWTO,NA
56,2012,UNWTO,NA
56,2013,UNWTO,NA
56,2014,UNWTO,NA
56,2015,UNWTO,NA
56,2016,UNWTO,NA
56,2017,UNWTO,NA
56,2018,UNWTO,NA
56,2019,UNWTO,NA
56,2020,UNWTO,NA
56,2021,UNWTO,NA
57,2008,UNWTO,NA
57,2009,UNWTO,NA
57,2010,UNWTO,NA
57,2011,UNWTO,NA
57,2012,UNWTO,NA
57,2013,UNWTO,NA
57,2014,UNWTO,NA
57,2015,UNWTO,NA
57,2016,UNWTO,NA
57,2017,UNWTO,NA
57,2018,UNWTO,NA
57,2019,UNWTO,NA
57,2020,UNWTO,NA
57,2021,UNWTO,NA
58,2008,UNWTO,NA
58,2009,UNWTO,NA
58,2010,UNWTO,NA
58,2011,UNWTO,NA
58,2012,UNWTO,NA
58,2013,UNWTO,NA
58,2014,UNWTO,NA
58,2015,UNWTO,NA
58,2016,UNWTO,NA
58,2017,UNWTO,NA
58,2018,UNWTO,NA
58,2019,UNWTO,NA
58,2020,UNWTO,NA
58,2021,UNWTO,NA
59,2008,UNWTO,NA
59,2009,UNWTO,NA
59,2010,UNWTO,NA
59,2011,UNWTO,NA
59,2012,UNWTO,NA
59,2013,UNWTO,NA
59,2014,UNWTO,NA
59,2015,UNWTO,NA
59,2016,UNWTO,NA
59,2017,UNWTO,NA
59,2018,UNWTO,NA
59,2019,UNWTO,NA
59,2020,UNWTO,NA
59,2021,UNWTO,NA
61,2008,UNWTO,NA
61,2009,UNWTO,NA
61,2010,UNWTO,NA
61,2011,UNWTO,NA
61,2012,UNWTO,NA
61,2013,UNWTO,NA
61,2014,UNWTO,NA
61,2015,UNWTO,NA
61,2016,UNWTO,NA
61,2017,UNWTO,NA
61,2018,UNWTO,NA
61,2019,UNWTO,NA
61,2020,UNWTO,NA
61,2021,UNWTO,NA
62,2008,UNWTO,NA
62,2009,UNWTO,NA
62,2010,UNWTO,NA
62,2011,UNWTO,NA
62,2012,UNWTO,NA
62,2013,UNWTO,NA
62,2014,UNWTO,NA
62,2015,UNWTO,NA
62,2016,UNWTO,NA
62,2017,UNWTO,NA
62,2018,UNWTO,NA
62,2019,UNWTO,NA
62,2020,UNWTO,NA
62,2021,2020 and 2021 gapfill method,gapfilled
64,2008,linear model,gapfilled
64,2009,linear model,gapfilled
64,2010,linear model,gapfilled
64,2011,linear model,gapfilled
64,2012,linear model,gapfilled
64,2013,linear model,gapfilled
64,2014,linear model,gapfilled
64,2015,linear model,gapfilled
64,2016,linear model,gapfilled
64,2017,linear model,gapfilled
64,2018,linear model,gapfilled
64,2019,linear model,gapfilled
64,2020,2020 and 2021 gapfill method,gapfilled
64,2021,2020 and 2021 gapfill method,gapfilled
65,2008,UNWTO,NA
65,2009,UNWTO,NA
65,2010,UNWTO,NA
65,2011,UNWTO,NA
65,2012,UNWTO,NA
65,2013,UNWTO,NA
65,2014,UNWTO,NA
65,2015,UNWTO,NA
65,2016,UNWTO,NA
65,2017,UNWTO,NA
65,2018,UNWTO,NA
65,2019,UNWTO,NA
65,2020,UNWTO,NA
65,2021,UNWTO,NA
66,2008,UNWTO,NA
66,2009,UNWTO,NA
66,2010,UNWTO,NA
66,2011,UNWTO,NA
66,2012,UNWTO,NA
66,2013,UNWTO,NA
66,2014,UNWTO,NA
66,2015,UNWTO,NA
66,2016,UNWTO,NA
66,2017,UNWTO,NA
66,2018,linear model,gapfilled
66,2019,linear model,gapfilled
66,2020,2020 and 2021 gapfill method,gapfilled
66,2021,2020 and 2021 gapfill method,gapfilled
67,2008,UNWTO,NA
67,2009,linear model,gapfilled
67,2010,linear model,gapfilled
67,2011,linear model,gapfilled
67,2012,linear model,gapfilled
67,2013,linear model,gapfilled
67,2014,linear model,gapfilled
67,2015,linear model,gapfilled
67,2016,linear model,gapfilled
67,2017,linear model,gapfilled
67,2018,linear model,gapfilled
67,2019,linear model,gapfilled
67,2020,2020 and 2021 gapfill method,gapfilled
67,2021,2020 and 2021 gapfill method,gapfilled
68,2008,UNWTO,NA
68,2009,UNWTO,NA
68,2010,UNWTO,NA
68,2011,UNWTO,NA
68,2012,UNWTO,NA
68,2013,UNWTO,NA
68,2014,UNWTO,NA
68,2015,UNWTO,NA
68,2016,UNWTO,NA
68,2017,UNWTO,NA
68,2018,UNWTO,NA
68,2019,UNWTO,NA
68,2020,UNWTO,NA
68,2021,UNWTO,NA
69,2008,UNWTO,NA
69,2009,UNWTO,NA
69,2010,UNWTO,NA
69,2011,UNWTO,NA
69,2012,UNWTO,NA
69,2013,UNWTO,NA
69,2014,UNWTO,NA
69,2015,UNWTO,NA
69,2016,UNWTO,NA
69,2017,UNWTO,NA
69,2018,UNWTO,NA
69,2019,UNWTO,NA
69,2020,UNWTO,NA
69,2021,UNWTO,NA
70,2008,UNWTO,NA
70,2009,UNWTO,NA
70,2010,UNWTO,NA
70,2011,UNWTO,NA
70,2012,UNWTO,NA
70,2013,UNWTO,NA
70,2014,UNWTO,NA
70,2015,UNWTO,NA
70,2016,UNWTO,NA
70,2017,UNWTO,NA
70,2018,UNWTO,NA
70,2019,UNWTO,NA
70,2020,UNWTO,NA
70,2021,UNWTO,NA
71,2008,UNWTO,NA
71,2009,UNWTO,NA
71,2010,UNWTO,NA
71,2011,UNWTO,NA
71,2012,UNWTO,NA
71,2013,UNWTO,NA
71,2014,UNWTO,NA
71,2015,UNWTO,NA
71,2016,UNWTO,NA
71,2017,UNWTO,NA
71,2018,UNWTO,NA
71,2019,UNWTO,NA
71,2020,UNWTO,NA
71,2021,UNWTO,NA
72,2008,linear model,gapfilled
72,2009,linear model,gapfilled
72,2010,linear model,gapfilled
72,2011,linear model,gapfilled
72,2012,linear model,gapfilled
72,2013,linear model,gapfilled
72,2014,linear model,gapfilled
72,2015,linear model,gapfilled
72,2016,linear model,gapfilled
72,2017,linear model,gapfilled
72,2018,linear model,gapfilled
72,2019,linear model,gapfilled
72,2020,2020 and 2021 gapfill method,gapfilled
72,2021,2020 and 2021 gapfill method,gapfilled
73,2008,UNWTO - subtraction,gapfilled
73,2009,UNWTO - subtraction,gapfilled
73,2010,UNWTO - subtraction,gapfilled
73,2011,UNWTO - subtraction,gapfilled
73,2012,UNWTO - subtraction,gapfilled
73,2013,UNWTO - subtraction,gapfilled
73,2014,nearby year,gapfilled
73,2015,UNWTO - subtraction,gapfilled
73,2016,linear model,gapfilled
73,2017,linear model,gapfilled
73,2018,linear model,gapfilled
73,2019,linear model,gapfilled
73,2020,2020 and 2021 gapfill method,gapfilled
73,2021,2020 and 2021 gapfill method,gapfilled
74,2008,nearby year,gapfilled
74,2009,nearby year,gapfilled
74,2010,UNWTO,NA
74,2011,UNWTO,NA
74,2012,UNWTO,NA
74,2013,UNWTO,NA
74,2014,UNWTO,NA
74,2015,UNWTO,NA
74,2016,UNWTO,NA
74,2017,UNWTO,NA
74,2018,UNWTO,NA
74,2019,UNWTO,NA
74,2020,UNWTO,NA
74,2021,UNWTO,NA
75,2008,UNWTO,NA
75,2009,UNWTO,NA
75,2010,UNWTO,NA
75,2011,UNWTO,NA
75,2012,UNWTO,NA
75,2013,UNWTO,NA
75,2014,UNWTO,NA
75,2015,UNWTO,NA
75,2016,UNWTO,NA
75,2017,UNWTO,NA
75,2018,UNWTO,NA
75,2019,UNWTO,NA
75,2020,UNWTO,NA
75,2021,2020 and 2021 gapfill method,gapfilled
76,2008,UNWTO,NA
76,2009,UNWTO,NA
76,2010,UNWTO,NA
76,2011,UNWTO,NA
76,2012,UNWTO,NA
76,2013,UNWTO,NA
76,2014,UNWTO,NA
76,2015,UNWTO,NA
76,2016,UNWTO,NA
76,2017,UNWTO,NA
76,2018,UNWTO,NA
76,2019,UNWTO,NA
76,2020,UNWTO,NA
76,2021,UNWTO,NA
77,2008,UNWTO,NA
77,2009,UNWTO,NA
77,2010,UNWTO,NA
77,2011,UNWTO,NA
77,2012,linear model,gapfilled
77,2013,linear model,gapfilled
77,2014,linear model,gapfilled
77,2015,linear model,gapfilled
77,2016,linear model,gapfilled
77,2017,linear model,gapfilled
77,2018,linear model,gapfilled
77,2019,linear model,gapfilled
77,2020,2020 and 2021 gapfill method,gapfilled
77,2021,2020 and 2021 gapfill method,gapfilled
78,2008,UNWTO,NA
78,2009,UNWTO,NA
78,2010,UNWTO,NA
78,2011,UNWTO,NA
78,2012,UNWTO,NA
78,2013,UNWTO,NA
78,2014,UNWTO,NA
78,2015,UNWTO,NA
78,2016,UNWTO,NA
78,2017,UNWTO,NA
78,2018,UNWTO,NA
78,2019,UNWTO,NA
78,2020,UNWTO,NA
78,2021,UNWTO,NA
79,2008,UNWTO,NA
79,2009,UNWTO,NA
79,2010,UNWTO,NA
79,2011,UNWTO,NA
79,2012,UNWTO,NA
79,2013,UNWTO,NA
79,2014,UNWTO,NA
79,2015,UNWTO,NA
79,2016,UNWTO,NA
79,2017,UNWTO,NA
79,2018,UNWTO,NA
79,2019,UNWTO,NA
79,2020,UNWTO,NA
79,2021,UNWTO,NA
80,2008,UNWTO,NA
80,2009,UNWTO,NA
80,2010,UNWTO,NA
80,2011,UNWTO,NA
80,2012,UNWTO,NA
80,2013,UNWTO,NA
80,2014,UNWTO,NA
80,2015,UNWTO,NA
80,2016,UNWTO,NA
80,2017,UNWTO,NA
80,2018,UNWTO,NA
80,2019,UNWTO,NA
80,2020,UNWTO,NA
80,2021,UNWTO,NA
81,2008,UNWTO,NA
81,2009,UNWTO,NA
81,2010,UNWTO,NA
81,2011,UNWTO,NA
81,2012,UNWTO,NA
81,2013,UNWTO,NA
81,2014,UNWTO,NA
81,2015,UNWTO,NA
81,2016,UNWTO,NA
81,2017,UNWTO,NA
81,2018,UNWTO,NA
81,2019,UNWTO,NA
81,2020,UNWTO,NA
81,2021,2020 and 2021 gapfill method,gapfilled
82,2008,UNWTO,NA
82,2009,UNWTO,NA
82,2010,UNWTO,NA
82,2011,UNWTO,NA
82,2012,UNWTO,NA
82,2013,UNWTO,NA
82,2014,UNWTO,NA
82,2015,UNWTO,NA
82,2016,UNWTO,NA
82,2017,UNWTO,NA
82,2018,UNWTO,NA
82,2019,UNWTO,NA
82,2020,UNWTO,NA
82,2021,UNWTO,NA
96,2008,UNWTO,NA
96,2009,UNWTO,NA
96,2010,UNWTO,NA
96,2011,UNWTO,NA
96,2012,UNWTO,NA
96,2013,UNWTO,NA
96,2014,UNWTO,NA
96,2015,UNWTO,NA
96,2016,UNWTO,NA
96,2017,UNWTO,NA
96,2018,UNWTO,NA
96,2019,UNWTO,NA
96,2020,UNWTO,NA
96,2021,UNWTO,NA
98,2008,UNWTO,NA
98,2009,UNWTO,NA
98,2010,UNWTO,NA
98,2011,UNWTO,NA
98,2012,UNWTO,NA
98,2013,UNWTO,NA
98,2014,UNWTO,NA
98,2015,UNWTO,NA
98,2016,UNWTO,NA
98,2017,UNWTO,NA
98,2018,UNWTO,NA
98,2019,UNWTO,NA
98,2020,UNWTO,NA
98,2021,2020 and 2021 gapfill method,gapfilled
99,2008,UNWTO,NA
99,2009,UNWTO,NA
99,2010,UNWTO,NA
99,2011,UNWTO,NA
99,2012,UNWTO,NA
99,2013,UNWTO,NA
99,2014,UNWTO,NA
99,2015,UNWTO,NA
99,2016,UNWTO,NA
99,2017,UNWTO,NA
99,2018,UNWTO,NA
99,2019,UNWTO,NA
99,2020,UNWTO,NA
99,2021,2020 and 2021 gapfill method,gapfilled
100,2008,UNWTO,NA
100,2009,UNWTO,NA
100,2010,UNWTO,NA
100,2011,UNWTO,NA
100,2012,UNWTO,NA
100,2013,UNWTO,NA
100,2014,UNWTO,NA
100,2015,UNWTO,NA
100,2016,UNWTO,NA
100,2017,UNWTO,NA
100,2018,UNWTO,NA
100,2019,linear model,gapfilled
100,2020,2020 and 2021 gapfill method,gapfilled
100,2021,2020 and 2021 gapfill method,gapfilled
101,2008,UNWTO,NA
101,2009,UNWTO,NA
101,2010,UNWTO,NA
101,2011,UNWTO,NA
101,2012,UNWTO,NA
101,2013,UNWTO,NA
101,2014,UNWTO,NA
101,2015,UNWTO,NA
101,2016,UNWTO,NA
101,2017,UNWTO,NA
101,2018,UNWTO,NA
101,2019,UNWTO,NA
101,2020,UNWTO,NA
101,2021,UNWTO,NA
102,2008,UNWTO,NA
102,2009,UNWTO,NA
102,2010,UNWTO,NA
102,2011,UNWTO,NA
102,2012,UNWTO,NA
102,2013,UNWTO,NA
102,2014,UNWTO,NA
102,2015,UNWTO,NA
102,2016,UNWTO,NA
102,2017,UNWTO,NA
102,2018,UNWTO,NA
102,2019,UNWTO,NA
102,2020,UNWTO,NA
102,2021,UNWTO,NA
103,2008,UNWTO,NA
103,2009,UNWTO,NA
103,2010,UNWTO,NA
103,2011,UNWTO,NA
103,2012,nearby year,gapfilled
103,2013,nearby year,gapfilled
103,2014,nearby year,gapfilled
103,2015,UNWTO,NA
103,2016,UNWTO,NA
103,2017,UNWTO,NA
103,2018,UNWTO,NA
103,2019,UNWTO,NA
103,2020,UNWTO,NA
103,2021,UNWTO,NA
106,2008,UNWTO,NA
106,2009,UNWTO,NA
106,2010,UNWTO,NA
106,2011,UNWTO,NA
106,2012,UNWTO,NA
